,offer date,IPO name,cusip,SPAC IPO ,datadate,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt
726,11/25/2002,Eaton Vance Ins NY Muni I,27828T109,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,2.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
727,11/25/2002,Eaton Vance Insured Florida,27828E102,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,2.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
728,11/25/2002,Eaton Vance Insured Mass Muni,27828K108,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,1.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
729,11/25/2002,Eaton Vance Insured Michigan,27828M104,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,1.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
730,11/25/2002,Eaton Vance Insured New Jersey,27828R103,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,2.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
731,11/25/2002,Eaton Vance Insured Ohio,27828L106,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,2.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
732,11/25/2002,Eaton Vance Insured PA Muni,27828W102,0,2003-09-30,,,,,,,,,,,,,,,,,,,,,,2.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
733,11/25/2002,John Hancock Pref Inc Fund II,41013X106,0,2003-07-31,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
734,12/18/2002,Nuveen Quality Pref Inc Fund 3,67072W101,0,2003-07-31,,,,,,,,,,,,,,,,,,,,,,22.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
735,12/19/2002,Federated Premier Intermediate,31423M105,0,2003-11-30,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
736,12/19/2002,Federated Premier Municipal,31423P108,0,2003-11-30,,,,,,,,,,,,,,,,,,,,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
737,12/23/2002,PIMCO Corp Opp Fund,72201B101,0,2003-11-30,,,,,,,,,,,,,,,,,,,,,,63.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
738,02/11/2003,Infinity Prop & Casualty Corp,45665Q103,0,2003-12-31,7.0,8.0,2003-12-31,,,0.0,36.243,0.0,,,130.4,-90.443,130.4,144.578,1900.124,323.787,2.096,,125.042,657.427,20.484,20.484,20.484,0.0,8.886,0.0,0.0,195.5,87.236,2.86,,75.275,104.857,58.236,75.275,0.0,,1444.754,58.236,58.236,0.0,87.404,,,,111.099,762.284,762.284,455.37,455.37,0.0,29.168,,524126.0,676.9962
739,02/14/2003,Accredited Home Lenders,00437P107,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,0.0,1.997,,36.381,0.266,36.381,0.385,3501.417,54.712,16.854,27.119,27.328,121.467,20.366,20.366,0.02,0.0,0.0,0.0,0.0,3239.596,230.124,5.61,,0.0,313.755,100.015,1.119,1615.994,,3289.194,100.015,100.015,0.0,166.562,,28.184,20.674,157.491,435.222,435.222,212.223,,0.0,66.547,,522292.0,623.1996
740,02/25/2003,Blackrock Preferred Opp Trust,09249V103,0,2003-12-31,,,,,,,,,,,,,,,,,,,,,,18.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
741,02/27/2003,Endurance Specialty Holdings,G30397106,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,46.068,0.0,3.237,,213.352,589.066,27.63,23.977,3458.964,1189.57,16.767,150.923,216.691,894.245,63.912,63.912,63.912,0.0,76.8,0.0,0.0,103.029,252.536,4.19,9.883,,356.43,263.437,32.407,0.0,,1814.149,263.437,263.437,0.0,258.181,,,,391.333,1250.675,1250.675,1644.815,1644.815,0.0,-5.256,,524130.0,2144.2476
742,03/26/2003,Nuveen Pref and Conv Fund,67073B106,0,2003-07-31,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
743,04/24/2003,Neuberger Berman Real Inc Fund,64126G109,0,2003-10-31,,,,,,,,,,,,,,,,,,,,,,27.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
744,04/24/2003,PIMCO High Income Fund,722014107,0,2004-03-31,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
745,04/29/2003,Advent Claymore Conv Sec Fund,00764C109,0,2003-10-31,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
746,05/15/2003,Redline Performance Inc,75763Q101,0,2004-03-31,7.0,5.0,2004-03-31,,,0.0,0.0,0.232,0.003,,0.026,-0.196,0.026,2.544,3.828,14.546,0.672,0.016,0.148,5.205,4.911,4.911,0.049,0.0,2.279,0.134,0.0,0.339,-5.42,-2.04,,0.0,-5.195,-8.814,0.065,2.227,5.132,5.293,-8.814,-8.814,2.083,-8.814,,1.58,1.099,-16.06,0.01,0.01,-1.465,,0.0,0.0,-2.494,336999.0,16.2063
747,05/27/2003,Calamos Cvt and High Inc Fund,12811P108,0,2003-10-31,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
748,05/27/2003,Eaton Vance Limited Duration,27828H105,0,2004-04-30,,,,,,,,,,,,,,,,,,,,,,106.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
749,06/11/2003,FormFactor Inc,346375108,0,2003-12-31,7.0,8.0,2003-12-27,,,0.0,-0.004,5.569,0.0,,4.108,0.89,4.108,10.579,237.165,218.029,9.08,116.305,179.27,45.455,36.809,36.809,0.037,0.0,0.0,0.0,0.0,0.0,10.598,0.25,,0.0,52.847,7.515,0.0,8.025,21.718,22.151,7.515,5.165,0.0,12.164,,43.163,20.495,-3.052,98.302,98.302,215.014,215.014,0.0,4.649,190.844,334515.0,728.8182
750,06/16/2003,John Hancock Pref Inc Fund III,41021P103,0,2004-05-31,,,,,,,,,,,,,,,,,,,,,,30.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
751,06/24/2003,American Finl Realty Trust,02607P305,0,2007-12-31,7.0,5.0,2007-12-31,2008-03-24,,0.0,-7.079,0.0,,,530.744,0.079,468.878,2.453,3231.378,1395.858,0.0,124.848,252.754,331.786,132.148,128.51,0.132,0.0,0.0,1436.248,32.391,2078.162,49.964,-0.39,,0.7,49.964,-81.902,271.294,0.0,,2617.581,-49.511,-50.598,0.0,-83.076,0.0,,,-754.583,381.75,381.75,606.417,,34.99,0.0,,531110.0,1030.6502
752,06/24/2003,Cohen & Steers REIT Pref Fund,19247X100,0,2003-12-31,,,,,,,,,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
753,06/25/2003,Nuveen Pref & Con Inc Fd II,67073D102,0,2003-07-31,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,07/01/2003,Axis Capital Holdings Ltd,G0692U109,0,2003-12-31,7.0,37.0,2003-12-31,,,0.0,25.164,0.0,3.375,,338.613,1167.588,37.333,218.832,5172.273,2000.731,0.0,605.175,722.859,963.731,152.474,152.474,1.906,0.0,0.0,0.0,0.0,0.0,499.457,3.69,32.215,0.0,594.046,532.35,24.579,0.0,,2355.125,532.35,532.35,0.0,531.672,,0.0,0.0,814.511,1557.777,1557.777,2817.148,2817.148,0.0,-0.678,,524126.0,4464.4387
755,07/01/2003,Molina Healthcare Inc,60855R100,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.054,7.696,2.701,,11.864,5.065,11.864,116.959,344.585,103.854,8.352,141.85,240.672,657.921,26.575,25.374,0.025,0.0,0.0,0.0,0.0,0.0,67.747,1.91,,,135.623,42.517,12.284,0.0,119.841,123.263,42.517,42.517,0.0,66.413,,28.049,18.38,137.833,793.544,793.544,221.322,221.322,20.39,23.896,182.216,524114.0,640.186
756,07/17/2003,Pioneer Muni High Inc Trust,723763108,0,2004-04-30,,,,,,,,,,,,,,,,,,,,,,22.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
757,07/23/2003,Integrated Alarm Services,45890M109,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,0.0,6.925,,2.987,-0.173,1.219,2.874,241.036,205.087,0.604,35.436,35.436,16.393,24.608,24.608,0.34,0.0,19.196,41.478,0.0,66.628,-3.649,-1.95,,85.516,24.475,-22.005,184.388,1.108,38.603,87.633,-22.005,-22.005,0.0,-18.478,,9.007,5.763,-52.024,40.868,40.868,153.403,,0.0,3.527,4.769,561621.0,209.168
758,07/28/2003,Blackrock Ltd Duration Inc Tr,09249W101,0,2004-10-31,,,,,,,,,,,,,,,,,,,,,,36.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
759,08/06/2003,Capitalsource Inc,14055X102,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,1.061,0.0,0.0,,29.846,9.492,12.498,29.466,2567.091,756.701,4.914,69.865,149.778,77.733,118.781,118.781,1.188,0.0,8.446,923.208,0.0,1661.206,146.621,1.02,,0.0,148.032,107.768,0.0,0.0,,1699.959,107.768,107.768,8.446,132.48,,11.161,8.59,109.243,225.765,225.765,867.132,,0.0,24.712,,522220.0,2575.1721
760,08/11/2003,Direct General Corp,25456W204,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,-0.193,0.0,0.0,,47.737,84.673,36.305,75.328,751.154,0.0,5.38,87.342,88.664,168.196,21.351,21.351,91.853,0.0,0.0,0.0,0.0,153.502,74.428,2.74,,20.84,148.921,43.092,20.84,0.0,,573.759,43.092,42.747,0.0,68.052,,37.462,13.775,85.542,317.117,317.117,177.395,,0.0,24.96,,524126.0,706.7181
761,08/12/2003,Texas Capital Bancshares Inc,88224Q107,0,2003-12-31,,5.0,2003-12-31,,,,3.268,,,,48.992,,,1445.03,2192.875,168.324,,69.551,69.551,36.354,25.01,24.926,0.25,,545.754,,0.0,,29.038,0.62,0.0,1.496,59.049,13.834,1.496,80.78,,2021.119,13.834,13.135,515.754,11.642,,,4.672,3.755,95.403,95.403,171.756,,0.573,-2.192,,522110.0,360.9285
762,08/26/2003,Flaherty & Crumrine/Claymore,338479108,0,2003-11-30,,,,,,,,,,,,,,,,,,,,,,9.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
763,08/26/2003,Frank Temp Lim Dur Inc Trust,35472T101,0,2004-03-31,,,,,,,,,,,,,,,,,,,,,,26.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
764,08/26/2003,Pimco Floating Rate Income,72201H108,0,2004-07-31,,,,,,,,,,,,,,,,,,,,,,17.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
765,09/17/2003,National Financial Partners,63607P208,0,2003-12-31,7.0,8.0,2003-12-31,,,0.0,0.0,14.172,16.461,,22.221,-13.403,22.221,48.629,671.555,476.633,6.851,71.244,112.561,356.277,33.384,32.122,3.313,0.0,0.0,0.0,0.0,0.0,60.479,0.81,,218.002,108.149,23.501,450.667,0.0,116.04,206.283,23.501,23.501,0.0,46.839,,35.163,14.074,4.159,464.426,464.426,465.272,,18.833,23.338,60.83,524292.0,884.9611
766,09/18/2003,Sigmatel Inc,82661W107,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,1.333,0.236,,0.122,2.194,0.122,13.466,146.877,169.944,3.581,61.841,111.261,49.149,34.271,34.181,0.003,0.0,0.048,0.0,0.0,0.111,15.776,0.09,,0.0,51.076,9.989,4.476,9.904,20.59,20.769,9.989,1.221,0.0,10.322,,12.352,3.792,-43.098,100.225,100.225,126.108,,0.741,0.333,117.897,334413.0,843.5871
767,09/23/2003,AMIS Holdings,031538101,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,17.0,9.397,7.162,,65.239,6.929,43.812,34.753,550.088,510.216,26.553,119.063,119.063,211.206,81.956,81.956,0.82,0.0,1.25,0.0,0.0,254.687,63.357,-0.84,,1.211,242.946,-0.416,10.929,45.599,91.276,345.073,-0.416,-46.743,0.0,-8.459,,461.424,205.909,-306.021,454.152,454.152,205.015,,0.0,-8.043,176.735,334413.0,1498.1557
768,09/25/2003,BlackRock Florida Mun 2020,09250M109,0,2003-12-31,,,,,,,,,,,,,,,,,,,,,,5.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
769,09/25/2003,BlackRock Municipal 2020 Term,09249X109,0,2003-12-31,,,,,,,,,,,,,,,,,,,,,,20.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
770,09/25/2003,Eaton Vance Tax Advantaged Div,27828G107,0,2004-08-31,,,,,,,,,,,,,,,,,,,,,,72.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
771,09/25/2003,First Trust/Four Corners Sen,33733Q107,0,2004-05-31,,,,,,,,,,,,,,,,,,,,,,4.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
772,09/25/2003,Nuveen Diversified Dividend,6706EP105,0,2004-12-31,,,,,,,,,,,,,,,,,,,,,,20.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
773,09/25/2003,Western Asset/Claymore US Trs,95766Q106,0,2004-12-31,,,,,,,,,,,,,,,,,,,,,,29.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
774,10/09/2003,DigitalNet Holdings Inc,25389B103,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,9.162,,,31.159,0.374,31.159,7.621,300.26,172.59,7.302,23.635,23.635,271.153,16.29,16.29,0.017,0.0,0.0,81.25,0.0,81.25,13.693,-2.32,,150.407,65.108,-10.763,150.407,7.692,48.28,140.807,-10.763,-18.237,0.0,-10.435,,19.274,12.008,-13.154,336.261,336.261,159.453,,0.0,0.328,58.406,541512.0,317.9808
775,10/15/2003,Pioneer Municipal High Income,723762100,0,2005-03-31,,,,,,,,,,,,,,,,,,,,,,22.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
776,10/23/2003,Carters Inc,146229109,0,2003-12-31,7.0,5.0,2004-01-03,,,0.0,0.0,15.67,5.0,,11.151,-6.597,3.485,30.436,646.102,241.78,17.347,36.061,36.061,426.324,27.985,27.985,0.28,0.0,3.336,0.0,0.0,212.713,78.283,0.99,,139.282,288.527,23.278,362.64,104.76,71.177,373.566,23.278,23.278,0.0,38.926,,85.74,50.502,30.476,714.851,714.851,272.536,272.536,0.0,15.648,150.632,315.0,712.2183
777,10/23/2003,First Potomac Realty Trust,33610F109,0,2007-12-31,7.0,5.0,2007-12-31,2008-04-07,,0.0,0.0,0.0,11.4,,18.902,-5.215,6.525,11.45,1052.299,429.87,0.0,5.198,18.558,89.115,24.251,24.251,0.024,0.0,95.469,587.869,0.0,676.469,36.14,0.02,,2.1,36.14,0.533,26.73,0.0,,709.943,0.533,0.533,0.0,0.553,0.0,,,-99.083,125.255,125.255,330.811,,0.0,0.0,,531190.0,
778,10/28/2003,Neuberger Berman RE Sec Inc Fd,64190A103,0,2004-10-31,,,,,,,,,,,,,,,,,,,,,,33.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
779,10/29/2003,CancerVax Corp,13738Y107,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.003,0.917,0.252,,1.569,-0.759,1.569,2.445,127.007,241.961,1.575,101.681,108.092,0.0,26.736,26.736,0.001,0.0,6.091,7.527,0.0,7.902,-37.194,-13.3,,5.381,0.0,-37.573,5.9,0.0,11.741,14.234,-37.573,-60.215,0.0,-37.573,,14.513,10.529,-129.189,0.0,0.0,112.773,,0.0,0.0,97.268,325414.0,253.4573
780,10/29/2003,Genitope Corp,37229P507,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,0.388,0.0,,0.257,1.302,0.257,2.781,32.352,116.488,0.307,29.79,29.79,0.0,16.82,16.82,0.017,0.0,0.026,0.0,0.0,0.048,-24.206,-11.86,,0.0,0.0,-30.463,0.0,0.0,3.588,3.61,-30.463,-48.87,0.0,-30.463,,5.536,1.917,-87.763,0.0,0.0,28.742,,0.0,0.0,26.59,325414.0,154.4076
781,10/29/2003,Myogen Inc,62856E104,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.022,1.434,0.0,,0.051,1.849,0.051,7.595,121.273,222.35,0.276,44.338,114.253,0.471,26.458,26.458,0.027,0.0,1.676,1.994,0.0,3.791,-42.972,-17.79,0.432,0.0,3.385,-43.148,0.0,0.724,12.288,17.351,-43.148,-96.27,0.0,-43.108,,2.178,1.304,-118.455,3.856,3.856,103.922,,0.0,0.04,107.63,325412.0,378.3494
782,10/30/2003,Overnite Corporation,690322102,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,-47.97,25.336,,,96.419,15.296,96.419,34.268,830.73,1272.67,57.874,11.068,11.068,1336.796,27.914,27.914,0.279,0.0,13.5,0.0,0.0,128.0,81.498,1.7,,13.2,138.667,46.859,36.607,9.569,201.846,449.662,46.859,46.859,1.0,78.153,,1009.443,499.446,-891.881,1475.463,1475.463,381.068,,0.0,31.294,-3.588,484122.0,635.0435
783,11/05/2003,Coast Financial Holdings Inc,190354100,0,2003-12-31,,5.0,2003-12-31,,,,-0.308,,,,4.664,,,207.74,263.883,19.351,,4.667,7.667,8.578,3.735,3.735,18.677,,12.097,,0.0,,-0.89,-1.01,0.0,0.0,6.126,-1.625,1.134,0.0,,230.218,-1.625,-1.73,12.097,-2.581,,,8.614,-4.363,14.704,14.704,33.665,,0.0,-0.956,,522110.0,50.796
784,11/05/2003,NitroMed Inc,654798503,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.025,1.296,0.0,,0.1,2.796,0.1,0.832,99.17,188.364,0.655,67.614,97.088,3.549,25.601,25.601,0.256,0.0,0.022,0.0,0.0,0.022,-9.246,-6.95,,0.0,9.226,-8.769,0.0,0.0,10.446,17.371,-8.769,-30.92,0.0,-8.769,,2.399,0.686,-106.821,12.775,12.775,81.799,,0.0,0.0,87.938,325412.0,183.9432
785,11/05/2003,Pharmion Corp,71715B409,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,4.386,2.779,1.972,,0.541,5.352,0.541,4.241,145.473,221.063,2.469,88.542,88.542,7.817,23.949,23.949,0.024,0.0,3.989,1.069,0.0,21.843,-46.519,-14.7,,3.652,17.722,-50.059,34.303,4.923,19.041,40.559,-50.059,-60.15,0.0,-48.773,,7.605,5.05,-116.173,25.539,25.539,104.914,,0.0,1.286,86.538,325412.0,365.2223
786,11/06/2003,Quality Distribution Inc,74756M102,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,-14.689,1.236,0.4,,9.871,-6.004,1.271,6.688,371.691,0.0,8.892,0.955,0.955,504.854,18.992,18.881,356.078,0.0,14.059,0.0,0.0,274.509,19.529,-12.51,-0.937,131.232,60.586,-67.102,132.634,0.819,82.826,390.529,-67.102,-71.642,12.3,-67.201,,341.777,137.961,-375.491,565.44,565.44,-20.671,-20.671,1.258,-0.099,7.348,484121.0,370.0676
787,11/11/2003,Marlin Business Services Inc,571157106,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,0.0,0.0,,21.315,0.106,19.241,9.1,474.861,71.655,1.076,29.435,29.435,9.559,11.214,11.214,0.112,0.0,0.0,0.0,0.0,379.53,34.39,0.39,,0.0,50.814,3.178,0.0,0.0,,399.429,3.178,1.172,0.0,8.994,,5.094,2.413,3.665,60.373,60.373,75.432,,0.0,5.816,,522220.0,
788,11/13/2003,LECG Corp,523234102,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.51,13.67,,,3.864,-1.927,3.864,5.733,163.142,110.843,1.349,67.177,67.177,112.388,21.693,21.693,0.022,0.0,0.0,0.0,0.0,0.0,19.113,1.39,,23.976,53.206,26.675,24.509,0.0,39.133,39.155,26.675,18.963,0.0,17.062,,12.62,4.506,13.122,165.594,165.594,123.987,,0.0,-9.613,91.13,541611.0,496.5528
789,11/24/2003,Eaton Vance Floating Rate,27828Q105,0,2004-10-31,,,,,,,,,,,,,,,,,,,,,,33.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
790,11/24/2003,Gabelli Dividend & Inc Trust,36242H104,0,2004-12-31,,,,,,,,,,,,,,,,,,,,,,84.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
791,11/24/2003,Pinnacle Airlines Corp,723443107,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,9.359,0.0,,13.3,3.407,13.3,9.798,127.97,84.973,10.894,31.523,31.523,389.689,21.892,21.892,0.219,0.0,22.0,120.0,0.0,132.0,64.169,1.6,,18.422,67.081,35.067,18.422,3.773,49.232,176.351,35.067,35.067,10.0,57.399,,48.118,34.286,-133.573,456.77,456.77,-48.381,,0.0,22.332,12.73,481111.0,304.0799
792,11/25/2003,Synnex Information Tech Inc,87162W100,0,2003-11-30,7.0,5.0,2003-11-30,,,0.0,7.373,32.685,2.642,,4.225,43.585,4.225,343.071,789.928,79.865,2.862,22.079,30.217,3931.663,22.118,22.118,0.022,5.474,69.464,3.842,0.0,77.598,57.866,1.36,-4.935,0.0,194.577,29.996,19.357,360.686,525.011,534.528,29.996,29.996,0.0,47.134,,61.534,23.938,172.927,4126.24,4126.24,252.814,252.814,0.0,17.36,217.397,423430.0,315.1815
793,12/03/2003,Amer Equity Investment Life,025676206,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,-22.742,0.0,0.0,,2699.059,21.56,1995.395,60.995,8989.177,208.436,0.829,,32.598,398.491,35.294,35.294,35.294,0.0,127.89,12.733,0.0,148.258,52.37,1.45,,0.0,53.647,25.44,0.0,0.0,,8725.461,25.44,25.421,108.79,38.945,,6.032,1.574,19.361,452.138,452.138,263.716,263.716,0.0,13.505,,524113.0,
794,12/03/2003,Aspen Insurance Holdings Ltd,G05384105,0,2003-12-31,7.0,8.0,2003-12-31,,,0.0,27.2,0.0,,,94.6,827.1,0.0,59.9,2578.5,0.0,0.3,230.8,902.1,634.0,69.179,69.179,1090.8,0.0,0.0,0.0,0.0,40.0,205.5,2.63,1.5,0.0,205.5,152.1,6.6,0.0,,1279.8,152.1,152.1,0.0,206.6,,,0.4,207.9,839.5,839.5,1298.7,1298.7,0.0,54.5,,524130.0,1716.331
795,12/11/2003,NPTest Holding Corp.,67019A105,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,-0.06,48.272,8.057,,0.459,,0.459,15.233,336.052,353.284,,93.723,93.723,155.763,39.987,39.987,0.04,0.0,2.405,0.0,0.0,0.0,-26.497,,-0.959,8.649,75.3,-26.997,25.892,90.143,53.144,60.542,-26.997,-81.525,2.405,-41.825,,27.67,24.378,-77.814,231.063,231.063,275.51,,0.0,-14.828,232.179,334515.0,441.4565
796,12/11/2003,Nelnet Inc.,64031N108,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.237,0.0,,,264.329,35.275,264.329,141.841,11931.509,206.831,16.361,198.423,974.527,226.721,53.625,53.625,0.536,,597.575,9256.823,0.0,11366.458,243.373,0.6,,2.551,266.497,27.103,2.551,0.0,,11626.02,27.103,27.103,0.0,46.289,,57.285,19.138,98.122,493.218,493.218,305.489,,0.0,19.295,,522291.0,1201.2
797,12/11/2003,Vaso Active Pharmaceuticals,92232R107,0,2003-12-31,7.0,8.0,,,,0.0,0.0,0.146,0.0,,0.0,-0.141,0.0,0.125,6.318,7.306,0.0,6.11,6.11,0.032,3.368,3.368,0.0,0.0,0.0,0.0,0.0,0.0,-1.143,-1.86,,0.0,0.021,-1.679,0.0,0.061,0.691,0.691,-1.679,-1.679,0.0,-1.679,,0.0,0.0,-1.679,0.053,0.053,5.627,,0.0,0.0,5.627,325412.0,20.309
798,12/12/2003,Central Freight Lines Inc.,153491105,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,12.886,0.0,,2.113,-1.087,2.113,18.136,227.373,107.321,7.024,41.493,41.493,349.385,17.633,17.633,0.017,0.0,6.375,0.169,-8.341,49.517,23.706,,,4.324,40.311,2.436,4.324,0.0,52.738,118.935,-5.905,-5.905,0.0,14.029,,203.732,114.693,1.1,389.696,389.696,108.438,,0.0,11.593,53.505,484121.0,312.9858
799,12/12/2003,Natural Golf Corp.,63888E203,0,2004-11-30,7.0,5.0,2004-11-30,,,0.0,0.0,0.0,0.0,,0.054,-0.072,0.054,0.995,1.207,3.645,0.189,0.0,0.0,3.216,,5.208,21.376,0.0,0.071,0.0,0.0,0.175,-5.553,-1.46,,0.0,5.345,-7.382,0.0,0.676,2.048,2.152,-7.382,-7.382,0.0,-7.382,0.0,0.92,0.375,-25.916,8.561,8.561,-0.945,,0.05,0.0,-1.27,339920.0,1.927
800,12/16/2003,Mercer Insurance Group,587902107,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,4.478,0.0,0.0,,11.728,7.382,2.727,7.937,175.875,59.236,2.546,15.35,69.746,48.405,6.846,6.846,0.0,0.0,0.0,0.0,0.0,0.0,0.954,0.09,,4.673,2.255,0.583,4.673,0.0,,77.549,0.583,0.583,0.0,0.888,,12.164,6.944,39.09,50.66,50.66,98.326,,0.0,0.174,,524126.0,85.9173
801,12/17/2003,Orbitz Inc.,68556Y100,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,0.0,1.394,0.0,,0.355,6.35,0.355,5.206,220.945,176.619,8.78,173.939,181.476,62.732,40.083,40.083,0.04,0.0,0.0,0.0,0.0,0.0,9.592,-0.46,,0.0,179.108,-16.029,0.0,0.0,52.052,58.976,-16.029,-16.594,0.0,-16.029,,50.47,17.146,-26.013,241.84,241.84,161.969,,0.0,0.0,150.127,561510.0,935.1364
802,12/17/2003,Universal Technical Institute,913915104,0,2004-09-30,7.0,5.0,2004-09-30,,,0.0,0.0,4.007,0.0,,1.613,4.006,1.613,6.897,136.316,110.105,16.975,42.602,52.997,108.13,27.781,27.781,0.001,0.0,0.037,0.0,0.0,0.043,50.122,1.14,,20.579,147.019,28.82,20.579,0.0,70.516,81.291,28.82,28.044,0.0,47.957,,61.266,36.925,-55.081,255.149,255.149,55.025,55.025,0.0,19.137,6.612,611210.0,838.4306
803,12/18/2003,BlackRock Divi Achievers Trst,09250N107,0,2004-10-31,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,
804,12/18/2003,Tempur-Pedic International Inc,88023U101,0,2003-12-31,7.0,5.0,2003-12-31,,,0.0,8.355,12.629,5.064,,71.618,10.994,71.618,25.886,620.349,241.011,32.597,14.23,14.23,204.109,97.318,97.318,0.973,0.0,10.496,2.255,0.0,376.522,97.074,3.32,,208.546,275.026,37.575,288.546,58.276,90.46,497.64,37.575,37.575,0.0,61.202,,132.213,114.741,-119.275,479.135,479.135,122.709,122.709,0.0,23.627,54.984,337910.0,1508.429
