,Unnamed: 0,conm,tic,CUSIP,Date of IPO,IS_SPAC,matched_name
13793,12983,Bluegreen Vacations Corp,BXG,09629F108,,False,"('GENZYME CORP', 86)"
13794,12985,SailPoint Tech Hldg Inc,SAIL,78781P105,,False,"('QUALYS INC', 86)"
13795,12986,Sterling Bancorp Inc,SBT,85917W102,,False,"('STERLING BANCORP INC', 100)"
13796,12987,Stitch Fix Inc,SFIX,860897107,,False,"('STITCH FIX INC', 100)"
13797,12988,scPharmaceuticals Inc,SCPH,810648105,,False,"('SCPHARMACEUTICALS INC', 100)"
13798,12990,Reto Eco-Solutions Inc,RETO,G75271109,,False,"('RETO ECO SOLUTIONS INC', 100)"
13799,12991,Boxlight Corp,BOXL,103197109,,False,"('BOXLIGHT CORP', 100)"
13800,12992,Regalwood Global Energy Ltd,RWGE.,G74760102,,False,"('VOLITIONRX LTD', 86)"
13801,12994,Curo Grp Holdings Corp,CURO,23131L107,,False,"('CURO GROUP HLDGS CORP', 88)"
13802,12995,Odonate Therapeutics Llc,ODT,676079106,,False,"('VALINAR LLC', 86)"
13803,12996,Quanterix Corp,QTRX,74766Q101,,False,"('QUANTERIX CORP', 100)"
13804,12997,Denali Therapeutics Inc,DNLI,24823R105,,False,"('DENALI THERAPEUTCS INC', 98)"
13805,12999,Luther Burbank Corp,LBC,550550107,,False,"('LUTHER BURBANK CORP', 100)"
13806,13000,Casa Systems Inc,CASA,14713L102,,False,"('CASA SYSTEMS INC', 100)"
13807,13001,Newmark Group Inc,NMRK,65158N102,,False,"('NEWMARK GROUP INC', 100)"
13808,13002,Dogness Corp,DOGZ,G2788T103,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13809,13003,LexinFintech Holdings,LX,528877103,,False,"('LEXINFINTECH HOLDINGS LTD', 95)"
13810,13004,iClick Interactive Asia Group,ICLK,45113Y104,,False,"('MR COOPER GROUP INC', 86)"
13811,13005,Cue Biopharma Inc,CUE,22978P106,,False,"('CUE BIOPHARMA', 95)"
13812,13007,Industrial Logistics Ppty Tr,ILPT,456237106,,False,"('PBF LOGISTICS LP', 86)"
13813,13008,Liberty Oilfield Services Inc,LBRT,53115L104,,False,"('SHUTTERSTOCK INC', 86)"
13814,13009,Platinum Eagle Acq Corp.,EAGLU,G7126L10,,False,"('GENZYME CORP', 86)"
13815,13010,One Madison Corp,OMADU,G6772P118,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13816,13011,ADT Inc,ADT,00090Q103,,False,"('ADT INC', 100)"
13817,13012,AmeriCold Realty Trust,COLD,03064D108,,False,"('PRIME GROUP REALTY TRUST', 74)"
13818,13013,Nine Energy Service Inc,NINE,65441V101,,False,"('NINE ENERGY SERVICE INC', 100)"
13819,13015,Pagseguro Digital Ltd.,PAGS,G68707101,,False,"('PAGSEGURO DIGITAL LTD', 100)"
13820,13016,Eyenovia Inc,EYEN,3.02E+108,,False,"('EYENOVIA INC', 100)"
13821,13017,Gates Industrial Corp Plc,GTES,G3910810,,False,"('GATES INDUSTRIAL CORP PLC', 100)"
13822,13018,Menlo Therapeutics Inc,MNLO,586858102,,False,"('MENLO THERAPEUTICS INC -OLD', 95)"
13823,13019,Armo Biosciences Inc,ARMO,04225U104,,False,"('DARA BIOSCIENCES INC', 90)"
13824,13020,Playags Inc,AGS,72814N104,,False,"('PLAYAGS INC', 100)"
13825,13021,Solid Biosciences LLC,SLDB,8.34E+109,,False,"('SOLID BIOSCIENCES INC', 90)"
13826,13022,resTORbio Inc,TORC,76133L103,,False,"('RESTORBIO INC', 100)"
13827,13023,Mtech Acq Corp,MTECU,55378W10,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13828,13024,Corporacion America Airports,CAAP,L1995B10,,False,"('CORPORACION AMERICA AIRPORTS', 100)"
13829,13025,Hudson Ltd.,HUD,G4640810,,False,"('HUDSON LTD', 100)"
13830,13026,One Stop Systems Inc,OSS,68247W109,,False,"('ONE STOP SYSTEMS INC', 100)"
13831,13027,Sol-Gel Technologies Ltd,SLGL,M8694L10,,False,"('SOL GEL TECHNOLOGIES LTD', 100)"
13832,13028,VICI Properties Inc,VICI,925652109,,False,"('VICI PROPERTIES INC', 100)"
13833,13029,iPic Entertainment Inc,IPIC,46263D106,,False,"('IPIC ENTERTAINMENT INC', 100)"
13834,13030,FTS International LLC,FTSI,30283w104,,False,"('FTS INTERNATIONAL INC', 90)"
13835,13031,Cactus Inc,WHD,127203107,,False,"('CACTUS INC', 100)"
13836,13032,Evolus Inc,EOLS,30052C107,,False,"('EVOLUS INC', 100)"
13837,13033,Huami Corp,HMI,44331K103,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13838,13034,Mudrick Capital Acquisition,MUDSU,624745204,,False,"('OFS CAPITAL CORP', 86)"
13839,13035,Victory Capital Holdings Inc,VCTR,92645B103,,False,"('VICTORY CPTL HLDGS INC', 88)"
13840,13036,Cardlytics Inc,CDLX,14161W105,,False,"('CARDLYTICS INC', 100)"
13841,13037,Quintana Energy Services Inc,QES,74875T103,,False,"('QUINTANA ENERGY SVC INC', 90)"
13842,13038,Leo Holdings Corp,LHC.U,G5463L10,,False,"('LEO HOLDINGS CORP', 100)"
13843,13039,Motus GI Holdings Inc,MOTS,62014P108,,False,"('MOTUS GI HOLDINGS INC', 100)"
13844,13041,Farmmi Inc,FAMI,G3327710,,False,"('FARMMI INC', 100)"
13845,13042,Union Acq Corp,LTN.U,G9366W10,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13846,13043,Bioxcel Therapeutics Inc,BTAI,09075P105,,False,"('BIOXCEL THERAPEUTICS INC', 100)"
13847,13044,Bridgewater Bancshares Inc,BWB,108621103,,False,"('BRIDGEWATER BANCSHARES', 95)"
13848,13046,Arcus Biosciences Inc,RCUS,03969F109,,False,"('ARCUS BIOSCIENCES INC', 100)"
13849,13047,Senmiao Technology Ltd,AIHS,817225105,,False,"('SENMIAO TECHNOLOGY LTD', 100)"
13850,13049,Zscaler Inc,ZS,98980G102,,False,"('ZSCALER INC', 100)"
13851,13050,Golden Bull Ltd,DNJR,G4027R10,,False,"('METHES ENERGIES INTL LTD', 86)"
13852,13051,Dropbox Inc,DBX,26210C104,,False,"('DROPBOX INC', 100)"
13853,13052,Sunlands Online Education Grp,STG,86740P108,,False,"('YATRA ONLINE INC', 86)"
13854,13053,Greentree Hospitality Grp,GHG,39579V10,,False,"('GREENTREE HOSPITALITY GROUP', 96)"
13855,13054,Bilibili Inc,BILI,90040106,,False,"('BILIBILI INC', 100)"
13856,13055,Homology Medicines Inc,FIXX,438083107,,False,"('QUALYS INC', 86)"
13857,13056,Onesmart International,ONE,68276W103,,False,"('PRA INTERNATIONAL', 83)"
13858,13057,Beijing Iqiyi Tech Co Ltd,IQ,46267X108,,False,"('VOLITIONRX LTD', 86)"
13859,13058,Genprex,GNPX,372446104,,False,"('GENPREX INC', 90)"
13860,13059,Unum Therapeutics Inc,UMRX,903214104,,False,"('UNUM THERAPEUTICS INC OLD', 95)"
13861,13060,Spotify Technology S.A.,SPOT,L8681T102,,False,"('SPOTIFY TECHNOLOGY SA', 98)"
13862,13061,Zuora Inc,ZUO,98983V10,,False,"('ZUORA INC', 100)"
13863,13063,AGM Group Holdings Inc,AGMH,G0132V10,,False,"('K2M GROUP HOLDINGS INC', 91)"
13864,13064,GrafTech International Ltd,EAF,384313508,,False,"('GRAFTECH INTERNATIONAL LTD', 100)"
13865,13065,Surface Oncology Inc,SURF,86877M100,,False,"('SURFACE ONCOLOGY INC', 100)"
13866,13066,Level One Bancorp Inc,LEVL,52730D208,,False,"('LEVEL ONE BANCORP INC', 100)"
13867,13067,Pivotal Software,PVTL,72582H107,,False,"('PIVOTAL SOFTWARE INC', 95)"
13868,13068,Ceridian HCM Holding Inc.,CDAY,15677J108,,False,"('SHUTTERSTOCK INC', 86)"
13869,13069,nLIGHT Inc,LASR,65487K10,,False,"('NLIGHT INC', 100)"
13870,13070,DocuSign Inc,DOCU,256163106,,False,"('DOCUSIGN INC', 100)"
13871,13071,Goosehead Insurance Inc,GSHD,38267D109,,False,"('GOOSEHEAD INSURANCE', 95)"
13872,13072,Smartsheet Inc,SMAR,83200N103,,False,"('SMARTSHEET INC', 100)"
13873,13073,Xspand Products Lab Inc,XSPL,984163105,,False,"('QUALYS INC', 86)"
13874,13074,Jerash Holdings US Inc,JRSH,47632P10,,False,"('JERASH HOLDINGS (US)', 95)"
13875,13075,Permrock Royalty Trust,PRT,714254109,,False,"('PERMROCK ROYALTY TRUST', 100)"
13876,13076,Inspire Medical Systems Inc,INSP,457730109,,False,"('INSPIRE MEDICAL SYSTEM', 90)"
13877,13077,UNITY Biotechnology Inc,UBX,91381U101,,False,"('UNITY BIOTECHNOLOGY INC', 100)"
13878,13078,BayCom,BCML,07272M107,,False,"('BAYCOM CORP', 90)"
13879,13079,Carbon Black Inc,CBLK,14081R103,,False,"('CARBON BLACK INC', 100)"
13880,13080,Construction Partners Inc,ROAD,21044C107,,False,"('CONSTRUCTION PRTNR INC', 94)"
13881,13081,Spirit of Texas Bancshares Inc,STXB,84861D103,,False,"('SHUTTERSTOCK INC', 86)"
13882,13082,Evelo Biosciences Inc,EVLO,299734103,,False,"('EVELO BIOSCIENCES INC', 100)"
13883,13083,Origin Bancorp Inc,OBNK,68621T102,,False,"('ORIGIN BANCORP', 95)"
13884,13084,Axa Equitable Holdings Inc,EQH,54561105,,False,"('EQUITABLE HOLDINGS INC', 95)"
13885,13085,Huya Inc,HUYA,44852D108,,False,"('HUYA INC', 100)"
13886,13086,Trinity Merger Corp,TMCXU,89653L10,,False,"('GENZYME CORP', 86)"
13887,13087,VectoIQ Acquisition Corp,VTIQU,92243N10,,False,"('VICTORY ACQUISITION CORP', 88)"
13888,13088,Pluralsight Inc,PS,72941B106,,False,"('PLURALSIGHT INC', 100)"
13889,13089,Evo Payments INC,EVOP,2.69E+108,,False,"('EVO PAYMENTS INC', 100)"
13890,13090,CLPS Inc,CLPS,G3164210,,False,"('CLPS INC', 100)"
13891,13091,GreenSky Inc,GSKY,39572G100,,False,"('GREENSKY INC', 100)"
13892,13092,Kiniksa Pharmaceuticals LTD,KNSA,G5269C10,,False,"('KINIKSA PHRMCETCLS LTD', 90)"
13893,13093,Scholar Rock Holding Corp,SRRK,80706P10,,False,"('SCHOLAR ROCK HOLDNG CRP', 96)"
13894,13094,Iterum Therapeutics PLC,ITRM,G6333L10,,False,"('ITERUM THERAPEUTICS', 95)"
13895,13096,Hancock Jaffe Laboratories,HJLI,41015N106,,False,"('U S LABORATORIES INC', 71)"
13896,13097,Meiragtx Holdings Plc,MGTX,G59665102,,False,"('HSBC HLDGS PLC', 86)"
13897,13098,Far Point Acquisition Corp,FPAC.,30734W208,,False,"('ROI ACQUISITION CORP', 87)"
13898,13099,Charah Solutions Inc,CHRA,15957P10,,False,"('CHARAH SOLUTIONS', 95)"
13899,13100,US Xpress Enterprises Inc,USX,90338N202,,False,"('US XPRESS ENTRPRS INC', 91)"
13900,13101,Avalara Inc,AVLR,05338G106,,False,"('AVALARA INC', 100)"
13901,13102,Puxin Ltd,NEW,74704P108,,False,"('PUXIN LTD -ADS', 90)"
13902,13103,Verrica Pharmaceuticals Inc,VRCA,92511W108,,False,"('VIA PHARMACEUTICALS INC', 92)"
13903,13104,Thunder Bridge Acq Ltd,TBRGU,G8857R10,,False,"('VOLITIONRX LTD', 86)"
13904,13105,Eidos Therapeutics Inc,EIDX,28249H10,,False,"('EIDOS THERAPEUTICS INC', 100)"
13905,13106,Lf Capital Acquisition Corp,LFACU,50200K10,,False,"('CAPITOL ACQUISITION CORP', 90)"
13906,13107,Twelve Seas Investment Co,TWLVU,G9145A10,,False,"('TWELVE SEAS INVESTMENT CO', 100)"
13907,13108,AVROBIO Inc,AVRO,05455M100,,False,"('AVROBIO INC', 100)"
13908,13109,Aptinyx Inc,APTX,03836N103,,False,"('APTINYX INC', 100)"
13909,13110,Autolus Therapeutics Ltd,AUTL,05280R100,,False,"('AUTOLUS THERAPEUTICS -ADR', 90)"
13910,13111,ElectroCore Llc,ECOR,28531P103,,False,"('ELECTROCORE INC', 87)"
13911,13112,Essential Properties Realty,EPRT,2.97E+111,,False,"('CLIPPER REALTY INC', 86)"
13912,13113,I3 Verticals,IIIV,46571Y107,,False,"('I3 VERTICALS INC', 95)"
13913,13114,Kezar Life Sciences Inc,KZR,49372L100,,False,"('KEZAR LIFE SCIENCES', 95)"
13914,13115,Magenta Therapeutics,MGTA,55910K108,,False,"('MAST THERAPEUTICS', 86)"
13915,13116,Xeris Pharmaceuticals Inc,XERS,98422L107,,False,"('PIERIS PHARMACEUTICALS INC', 94)"
13916,13117,Hyrecar Inc,HYRE,44916T107,,False,"('HYRECAR INC', 100)"
13917,13118,Neon Therapeutics,NTGN,64050Y100,,False,"('NEON THERAPEUTICS INC', 95)"
13918,13119,New Frontier Corp,NFC.U,G6485P116,,False,"('NEW FRONTIER HEALTH CORP', 95)"
13919,13120,The Lovesac Co,LOVE,54738L109,,False,"('LOVESAC CO (THE)', 95)"
13920,13121,Uxin Ltd,UXIN,91818X108,,False,"('PUXIN LTD -ADS', 90)"
13921,13122,BJ's Wholesale Club Holdings,BJ,05550J101,,False,"('NMI HOLDINGS INC', 86)"
13922,13123,Brightview Holdings Inc,BV,10948C107,,False,"('BRIGHTVIEW HOLDINGS', 95)"
13923,13124,Entera Bio Ltd,ENTX,M4052710,,False,"('ENTERA BIO LTD', 100)"
13924,13125,Everquote Inc,EVER,30041R108,,False,"('EVERQUOTE INC', 100)"
13925,13126,Forty Seven Inc,FTSV,34983P104,,False,"('FORTY SEVEN INC', 100)"
13926,13127,HL Acqs Corp,HCCHU,G4603R10,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13927,13128,Neuronetics Inc,STIM,64131A105,,False,"('NEURONETICS INC', 100)"
13928,13129,Translate Bio Inc,TBIO,89374L104,,False,"('TRANSLATE BIO INC', 100)"
13929,13130,Tricida Inc,TCDA,89610F101,,False,"('TRICIDA INC', 100)"
13930,13131,Domo Inc,DOMO,257554105,,False,"('DOMO INC', 100)"
13931,13133,Coastal Financial Corp,CCB,19046P209,,False,"('COASTAL FINANCIAL CORP', 100)"
13932,13134,Crinetics Pharmaceuticals Inc,CRNX,22663K107,,False,"('CITIUS PHARMACEUTICALS INC', 91)"
13933,13135,Rubius Therapeutics Inc,RUBY,78116T10,,False,"('RUBIUS THERAPEUTICS INC', 100)"
13934,13136,Allakos Inc,ALLK,01671P100,,False,"('ALLAKOS INC', 100)"
13935,13137,Constellation Pharm Inc,CNST,210373106,,False,"('CONSTELLATION PHARMCTCL', 87)"
13936,13138,Establishment Labs Hldg Inc.,ESTA,G3124910,,False,"('SHUTTERSTOCK INC', 86)"
13937,13139,First Western Financial Inc,MYFW,33751L105,,False,"('FIRST WSTRN FINNCIL INC', 92)"
13938,13140,Tilray Inc,TLRY,88688T10,,False,"('TILRAY INC -OLD', 90)"
13939,13141,Replimune Group Inc,REPL,76029N106,,False,"('REPLIMUNE GROUP INC', 100)"
13940,13142,Provention Bio Inc,PRVB,74374N10,,False,"('PROVENTION BIO INC', 100)"
13941,13143,Aquestive Therapeutics Inc,AQST,3.84E+107,,False,"('AQUESTIVE THERAPETC INC', 94)"
13942,13144,Bloom Energy Corp,BE,93712107,,False,"('BLOOM ENERGY CORP', 100)"
13943,13145,Greenland Acq Corp,GLACU,G4098113,,False,"('GREENLAND ACQSTN CORP', 92)"
13944,13146,Aurora Mobile Ltd,JG,51857100,,False,"('ALCOBRA LTD', 86)"
13945,13147,Berry Petro Corp,BRY,08579X101,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13946,13148,Cango Inc,CANG,137586103,,False,"('CANGO INC', 100)"
13947,13149,Focus Financial Partners Inc,FOCS,34417P100,,False,"('FOCUS FINANCL PRTNR INC', 90)"
13948,13150,Liquidia Technologies Inc,LQDA,53635D202,,False,"('LOUD TECHNOLOGIES INC', 87)"
13949,13151,Pinduoduo Inc,PDD,722304102,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
13950,13152,Tenable Holdings Inc,TENB,88025T102,,False,"('TENABLE HOLDINGS INC', 100)"
13951,13153,Adial Pharmaceuticals Inc,ADIL,00688A106,,False,"('ADIAL PHARMACEUTICALS', 95)"
13952,13154,Endava Ltd,DAVA,29260V10,,False,"('METHES ENERGIES INTL LTD', 86)"
13953,13155,Opera Ltd,OPRA,68373M107,,False,"('VOLITIONRX LTD', 86)"
13954,13156,Summit Semiconductor Inc,WISA,86626P107,,False,"('V3 SEMICONDUCTOR INC', 87)"
13955,13157,Cushman & Wakefield Plc,CWK,G2717B10,,False,"('CUSHMAN & WAKEFIELD', 95)"
13956,13158,Sonos Inc,SONO,83570H108,,False,"('SONOS INC', 100)"
13957,13159,Tottenham Acq I Ltd,TOTAU,G8959N10,,False,"('TOTTENHAM ACQUSITN LTD', 88)"
13958,13160,Arlo Technologies Inc,ARLO,04206A101,,False,"('ARLO TECHNOLOGIES INC', 100)"
13959,13162,Amalgamated Bank,AMAL,2266310,,False,"('FIRST NBC BANK HOLDING CO', 86)"
13960,13163,Vaccinex Inc,VCNX,918640103,,False,"('VACCINEX INC', 100)"
13961,13164,Mesa Air Group Inc,MESA,590479135,,False,"('MESA AIR GROUP', 95)"
13962,13165,Spartan Energy Acquisition,SPAQU,846784114,,False,"('TALOS ENERGY INC', 86)"
13963,13166,Aridis Pharmaceuticals Inc,ARDS,40334104,,False,"('ARIDIS PHARMACEUTICALS', 95)"
13964,13167,TKK Symphony Acquisition Corp,TKKSU,G88950111,,False,"('GLADSTONE LAND CORP', 86)"
13965,13168,Bionano Genomics Inc,BNGOU,09075F107,,False,"('BIONANO GENOMICS INC', 100)"
13966,13169,Tenzing Acquisition Corp,TZACU,G8708A11,,False,"('GENZYME CORP', 86)"
13967,13171,Longevity Acquisition Corp,LOACU,G5637213,,False,"('LONGEVITY ACQUISITION', 95)"
13968,13174,111 Inc,YI,68247Q102,,False,"('111 INC -ADR', 90)"
13969,13175,Nio Inc,NIO,62914V106,,False,"('NIO INC', 100)"
13970,13176,Principia Biopharma Inc,PRNB,74257L108,,False,"('PRINCIPIA BIOPHARMA', 95)"
13971,13177,Qutoutiao Inc,QTT,74915J107,,False,"('QUTOUTIAO INC -ADR', 95)"
13972,13178,X Financial,XYF,98372W103,,False,"('X FINANCIAL -ADR', 95)"
13973,13179,Bank7 Corp,BSVN,06652N107,,False,"('BANK7 CORP', 100)"
13974,13180,Elanco Animal Health Inc,ELAN,28414H103,,False,"('ELANCO ANIMAL HLTH INC', 96)"
13975,13181,Eventbrite Inc,EB,3.00E+113,,False,"('EVENTBRITE INC', 100)"
13976,13182,Farfetch Ltd,FTCH,30744W107,,False,"('METHES ENERGIES INTL LTD', 86)"
13977,13183,Y-MABS Therapeutics Inc,YMAB,984241109,,False,"('Y MABS THERAPEUTICS INC', 100)"
13978,13184,Viomi Technology Co Ltd,VIOT,92762J103,,False,"('VOLITIONRX LTD', 86)"
13979,13185,Arco Platform Ltd,ARCE,G04553106,,False,"('ARCO PLATFORM LTD', 100)"
13980,13186,Capital Bancorp Inc,CBNK,139737100,,False,"('CAPITAL BANCORP INC', 100)"
13981,13187,Entasis Therapeutics Hldg Inc,ETTX,293614103,,False,"('SHUTTERSTOCK INC', 86)"
13982,13188,SVMK Inc,SVMK,78489X103,,False,"('SHUTTERSTOCK INC', 86)"
13983,13189,Sutro Biopharma Inc,STRO,869367102,,False,"('SUTRO BIOPHARMA INC', 100)"
13984,13190,Arvinas Holding Co LLC,ARVN,04335A105,,False,"('VALINAR LLC', 86)"
13985,13191,Laix Inc,LAIX,50736W105,,False,"('LAIX INC - ADR', 90)"
13986,13192,Ra Medical Systems Inc,RMED,74933X104,,False,"('RITA MEDICAL SYSTEMS INC', 96)"
13987,13193,Urovant Sciences Ltd,UROV,G9381B108,,False,"('UROVANT SCIENCES LTD', 100)"
13988,13194,Cootek (Cayman) Inc,CTK,21718L102,,False,"('COOTEK (CAYMAN) INC', 100)"
13989,13195,Gritstone Oncology Inc,GRTS,39868T105,,False,"('QUALYS INC', 86)"
13990,13196,Upwork Inc,UPWK,91688F104,,False,"('UPWORK INC', 100)"
13991,13197,Guardant Health Inc,GH,40131M109,,False,"('GUARDANT HEALTH INC', 100)"
13992,13198,Kodiak Sciences Inc,KOD,50015M109,,False,"('KODIAK SCIENCES INC', 100)"
13993,13199,Arya Sciences Acquisition Corp,ARYA,G3165V117,,False,"('GLADSTONE LAND CORP', 86)"
13994,13201,Collier Creek Hldg,CCH,G2270710,,False,"('PATRIOT TRANSPORTATION HLDG', 86)"
13995,13202,EdtechX Holdings Acquisition C,EDTXU,28138X202,,False,"('NMI HOLDINGS INC', 86)"
13996,13203,Elastic NV,ESTC,N14506104,,False,"('ELASTIC NV', 100)"
13997,13204,Allogene Therapeutics Inc.,ALLO,19770106,,False,"('ALLOGENE THERAPEUTICS', 95)"
13998,13205,Livent Corp,LTHM,53814L108,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
13999,13206,Anaplan Inc,PLAN,03272L108,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
14000,13207,Dd3 Acquisition Corp,DDMXU,G2692M129,,False,"('GENZYME CORP', 86)"
14001,13208,Equillium,EQ,29446K106,,False,"('EQUILLIUM INC', 95)"
14002,13210,SI-Bone Inc,SIBN,825704109,,False,"('SI-BONE INC', 100)"
14003,13211,Osmotica Pharmaceuticals PLC,OSMT,G6S41R101,,False,"('HSBC HLDGS PLC', 86)"
14004,13212,PhaseBio Pharmaceuticals Inc,PHAS,717224109,,False,"('HEPION PHARMACEUTICALS INC', 89)"
14005,13213,Studio City Intl Hldg Ltd,MSC,86389T106,,False,"('VOLITIONRX LTD', 86)"
14006,13214,Logicbio Therapeutics Inc,LOGC,54142F102,,False,"('LOGICBIO THERAPEUTICS INC', 100)"
14007,13215,Niu Technologies,NIU,65481N100,,False,"('NIU TECHNOLOGIES', 100)"
14008,13216,Solarwinds Corp,SWI,83417Q105,,False,"('SOLARWINDS CORP', 100)"
14009,13217,Alberton Acq Corp,ALACU,G35006116,,False,"('INFINITY CROSS BORDER ACQ CP', 86)"
14010,13218,Pintec Tech Hldg Ltd,PT,72352G107,,False,"('ALCOBRA LTD', 86)"
14011,13219,StoneCo Ltd,STNE,G85158106,,False,"('STONECO LTD', 100)"
14012,13220,Yeti Holdings Inc,YETI,98585X104,,False,"('YETI HOLDINGS INC', 100)"
14013,13221,Gamida Cell Ltd,GMDA,M47364100,,False,"('GAMIDA CELL LTD', 100)"
14014,13222,RiverNorth Opportunistic Munic,RMI,76883F10,,False,"('RIVERNORTH OPPO MUN FD', 73)"
14015,13223,Axonics Modulation Tech Inc,AXNX,05465P101,,False,"('SHUTTERSTOCK INC', 86)"
14016,13224,Orchard Therapeutics PLC,ORTX,68570P101,,False,"('ORCHARD THERAPEUTICS PLC', 100)"
14017,13225,Twist Bioscience Corp,TWST,90184D100,,False,"('GENZYME CORP', 86)"
14018,13226,CNFinance Holdings Ltd,CNF,18979T105,,False,"('VOLITIONRX LTD', 86)"
14019,13227,Toughbuilt Industries Inc,TBLT,89157G306,,False,"('TOUGHBUILT INDUSTRIES INC', 100)"
14020,13228,Eton Pharmaceuticals Inc,ETON,29772L108,,False,"('ETON PHARMACEUTICALS', 95)"
14021,13229,Vapotherm Inc,VAPO,922107107,,False,"('VAPOTHERM INC', 100)"
14022,13230,Bain Capital Specialty Finance,BCSF,05684B107,,False,"('MONROE CAPITAL CORP', 86)"
14023,13231,Weidai Ltd,WEI,94861A108,,False,"('WEIDAI LTD -ADR', 90)"
14024,13235,TuanChe Limited,TC,89856T104,,False,"('SIBANYE-STILLWATER LIMITED', 86)"
14025,13236,Medalist Diversified REIT,MDRR,58403P105,,False,"('MEDALIST DIVRSFD REIT', 91)"
14026,13237,Mogu Inc,MOGU,608012100,,False,"('MOGU INC -ADR', 90)"
14027,13238,Moderna Inc,MRNA,60770K107,,False,"('MODERNA INC', 100)"
14028,13239,Synthorx Inc,THOR,87167A103,,False,"('SYNTHORX INC', 100)"
14029,13241,Tencent Music Ent Grp,TME,88034P109,,False,"('TENCENT MUSIC ENTERTAINMENT', 75)"
14030,13243,360 Fin Inc,QFIN,88557W101,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
14031,13244,Legacy Housing Corp,LEGH,52472M101,,False,"('LEGACY HOUSING CORP', 100)"
14032,13245,Chardan Healthcare Acq Corp,CHACU,15957A10,,False,"('GENZYME CORP', 86)"
14033,13246,Aptorum Grp Ltd,APM,G6096M106,,False,"('METHES ENERGIES INTL LTD', 86)"
14034,13247,China Sxt Pharms Inc,SXTC,G2161P108,,False,"('QUALYS INC', 86)"
14035,13248,Mdjm Ltd,MDJH,G59290109,,False,"('VOLITIONRX LTD', 86)"
14036,13249,1895 Bancorp of Wisconsin,BCOW,28252W105,,False,"('RBB BANCORP', 86)"
14037,13250,Mmtec Inc,MTC,G6181K10,,False,"('SHUTTERSTOCK INC', 86)"
14038,13251,Rhinebeck Bancorp,RBKB,762093102,,False,"('RBB BANCORP', 86)"
14039,13252,Andina Acquisition Corp III,ANDAU,G04415116,,False,"('M III ACQUISITION CORP', 90)"
14040,13253,Pimco Energy & Tactical Credit,NRGX,69346N10,,False,"('TALOS ENERGY INC', 86)"
14041,13254,New Fortress Energy LLC,NFE,644393100,,False,"('VALINAR LLC', 86)"
14042,13256,Inmune Bio Inc,INMB,45782T105,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
14043,13257,Alector Inc,ALEC,14442107,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
14044,13259,Gossamer Bio Inc,GOSS,38341P102,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
14045,13260,Harpoon Therapeutics Inc,HARP,41358P106,,False,"('PROTEON THERAPEUTICS INC', 88)"
14046,13263,Wealthbridge Acquisition Ltd,HHHU,G4887W11,,False,"('VOLITIONRX LTD', 86)"
14047,13264,IMAC Holdings Inc,IMAC,44967K104,,False,"('LIMBACH HOLDINGS INC', 92)"
14048,13265,Avedro Inc,AVDR,05355N109,,False,"('SHUTTERSTOCK INC', 86)"
14049,13266,TCR2 Therapeutics Inc,TCRR,87808K106,,False,"('CARA THERAPEUTICS INC', 90)"
14050,13267,Hoth Therapeutics Inc,HOTH,44148G105,,False,"('TG THERAPEUTICS INC', 90)"
14051,13268,Soliton,SOLY,834251100,,False,"('VOLITIONRX LTD', 77)"
14052,13269,Stealth Biotherapeutics Inc,MITO,85789A10,,False,"('ASTERIAS BIOTHERAPEUTICS INC', 87)"
14053,13271,Super League Gaming Inc,SLGG,86804F202,,False,"('QUALYS INC', 86)"
14054,13272,Tortoise Acquisition Corp,SHLL.,89154L10,,False,"('ROI ACQUISITION CORP', 89)"
14055,13273,DiamondPeak Hldg Corp,DPHC.,25280H10,,False,"('GENZYME CORP', 86)"
14056,13274,Hennessy Capital Acquisition,HCACU,425886108,,False,"('OFS CAPITAL CORP', 86)"
14057,13275,Kaleido Biosciences Inc,KLDO,483347100,,False,"('QUALYS INC', 86)"
14058,13277,Shockwave Medical Inc,SWAV,82489T104,,False,"('QUALYS INC', 86)"
14059,13279,Futu Holdings Ltd,FHL,36118L106,,False,"('ALCOBRA LTD', 86)"
14060,13282,Up Fintech Holding Ltd,TIGR,91531W106,,False,"('VOLITIONRX LTD', 86)"
14061,13283,Levi Strauss & Co,LEVI,52736R102,,False,"('HOUGHTON MIFFLIN HARCOURT CO', 86)"
14062,13284,Tortoise Essential Assets,TEAF,89148A103,,False,"('ESSENTIAL PPT RLTY TST', 61)"
14063,13285,8i Entrps Acq Corp,JFKKU,G2956M138,,False,"('INFINITY CROSS BORDER ACQ CP', 86)"
