,offer date,IPO name,CUSIP
2717,03/18/1987,Advanced Marketing Technology,007934201
2718,03/18/1987,"Allied Bankshares,Thompson,GA",018885103
2719,03/18/1987,Brinkmann Instruments,109692103
2720,03/18/1987,Family Group Broadcasting LP,307011106
2721,03/19/1987,Adalgo Capital,005475108
2722,03/19/1987,Colonial Municipal Income,195799101
2723,03/19/1987,First Fed S&L Salt Lake City,319934105
2724,03/19/1987,MMR Holding,553100108
2725,03/19/1987,Meridian Insurance Group,589644103
2726,03/19/1987,Petrolane Partners LP,716547104
2727,03/20/1987,Agouron Pharmaceuticals,008488108
2728,03/20/1987,Hako Minuteman,405326109
2729,03/24/1987,Candlewood Bank & Trust,137418109
2730,03/24/1987,National Heritage,636346108
2731,03/25/1987,Automedix Sciences,053280202
2732,03/25/1987,Escagen,296053101
2733,03/25/1987,Fidelity Federal Svgs Marion,315909101
2734,03/25/1987,Phoenix Reinsurance,719123101
2735,03/25/1987,Xylogics,984152108
2736,03/26/1987,Applied Bioscience Intl,037917101
2737,03/26/1987,Consolidated Rail,209864107
2738,03/26/1987,Crop Genetics International,227295102
2739,03/26/1987,Flex,
2740,03/26/1987,Marsam Pharmaceuticals,571728104
2741,03/26/1987,Oriental Federal Savings Bank,686188103
2742,03/26/1987,Total Research,891511107
2743,03/26/1987,United Savings and Loan,911389104
2744,03/27/1987,Allstar Inns LP,019891100
2745,03/27/1987,Country Wide Transport Svcs,222366106
2746,03/27/1987,Praxis Biologics,740056106
2747,03/27/1987,Quality Food Centers,747565105
2748,03/31/1987,Antonovich,037218104
2749,03/31/1987,First Fed S&L Wooster,32018T109
2750,03/31/1987,Rise Technology,767608102
2751,04/01/1987,AME,001676105
2752,04/01/1987,Digital Diagnostic Systems,253906200
2753,04/02/1987,Portage Industries,735755100
2754,04/03/1987,AmerEco Environmental Svcs,023607104
2755,04/07/1987,Action Auto Stores,004911103
2756,04/07/1987,Kingston Systems,496685108
2757,04/07/1987,Maritrans Partners LP,57036510
2758,04/07/1987,Red Lion Inns LP,756702106
2759,04/08/1987,Amplicon,032101107
2760,04/08/1987,First Boston Income Fund,319338109
2761,04/09/1987,Shopco Laurel Centre LP,825087109
2762,04/13/1987,GOLFAX,381686104
2763,04/14/1987,CareAmerica,141661207
2764,04/14/1987,Quadlogic Controls,74730R201
2765,04/14/1987,Rent Rite Reservation Network,759915200
2766,04/15/1987,Axiom Systems,054607205
2767,04/15/1987,Blue Chip Value Fund,095333100
2768,04/15/1987,Fisher Transportation Services,338034101
2769,04/15/1987,Freymiller Trucking,358340107
2770,04/21/1987,Rexworks,761903103
2771,04/22/1987,Cato,149205106
2772,04/23/1987,Cedar Fair,150185106
2773,04/23/1987,Germantown Savings Bank,374086106
2774,04/23/1987,H&Q Healthcare Investors,404052102
2775,04/23/1987,Transpirator Technologies,893910109
2776,04/23/1987,United Service Source,911471100
2777,04/24/1987,ABM Gold Corp,00077610
2778,04/24/1987,Asia Pacific Fund Inc,044901106
2779,04/24/1987,Prospect Park S&L,743585101
2780,04/24/1987,Psychiatric BioScience,743919201
2781,04/27/1987,Diversco,255084105
2782,04/28/1987,Davox,239208101
2783,04/28/1987,Sharper Image,820013100
2784,04/29/1987,Angio-Medical,034755207
2785,04/29/1987,Beauty Labs,074730102
2786,04/29/1987,Networked Picture Systems,640907200
2787,04/30/1987,First Bancorp,318910106
2788,04/30/1987,ImmuCell,452525207
2789,04/30/1987,Oak Tree Construction Computer,671803203
2790,04/30/1987,Sequent Computer Systems,817338106
2791,04/30/1987,Washington Federal Savings O,938830106
2792,05/01/1987,Michael Foods,594074106
2793,05/05/1987,Envirosafe Services,293920104
2794,05/05/1987,High Resolution Sciences,429789209
2795,05/05/1987,Tiffany,886547108
2796,05/06/1987,Tons of Toys,890318108
2797,05/07/1987,American Screen,029443108
2798,05/07/1987,Horizon Healthcare,44042H100
2799,05/07/1987,Morgan Grenfell SMALLCap Fund,617357108
2800,05/07/1987,Shearson Lehman Brothers Hldg,820931103
2801,05/08/1987,A&W Brands,000209106
2802,05/08/1987,Allegheny Ludlum,016900102
2803,05/08/1987,The Malaysia Fund Inc,560905101
2804,05/11/1987,English Greenhouse Products,293232203
2805,05/11/1987,Surgidyne,868827106
2806,05/12/1987,Bay Area Recovery Centers,072021207
2807,05/12/1987,Osborn Communications,687787101
2808,05/13/1987,Bando McGlocklin Capital,
2809,05/14/1987,American Medical Technology,027908102
2810,05/14/1987,Cumberland Federal Savings,230627101
2811,05/14/1987,FFP Partners LP,30242M106
2812,05/14/1987,Graphic Packaging,388684102
2813,05/14/1987,Management Technologies,561704107
2814,05/14/1987,Peoples Savings Bank FSB,712280106
2815,05/14/1987,Raritan Bancorp,753821107
2816,05/14/1987,Washington Bancorp,937265106
2817,05/14/1987,Washington Federal Savings W,938832102
2818,05/15/1987,Boys Markets,103624102
2819,05/15/1987,Convergent Solutions,21247R109
2820,05/15/1987,Easco Hand Tools,270332109
2821,05/19/1987,Boddie-Noell Restaurant Pptys,96903109
2822,05/19/1987,Digital Microwave,253859102
2823,05/19/1987,Jay Jacobs,469816102
2824,05/19/1987,Liposome Technology,536311103
2825,05/19/1987,Microcom,595019100
2826,05/19/1987,Nellcor,640275103
2827,05/19/1987,One Price Clothing Stores,682411103
2828,05/19/1987,Sanderson Farms,800013104
2829,05/20/1987,Century Bancorp,156432106
2830,05/20/1987,Jetborne International,477144109
2831,05/20/1987,MFS Government Market Income,552939100
2832,05/20/1987,National Imaging,636445108
2833,05/20/1987,New Jersey Steel,646144105
2834,05/21/1987,Data Technology,237892104
2835,05/21/1987,Reich & Tang,759181100
2836,05/21/1987,Topps,890786106
2837,05/22/1987,Budget Rent-A-Car,119008100
2838,05/22/1987,Criticare Systems,226901106
2839,05/26/1987,Showcase Cosmetics,825392202
2840,05/28/1987,Acquisition,004912101
2841,05/28/1987,Komag,500453105
2842,05/28/1987,Waterhouse Investor Services,941547101
2843,05/29/1987,Audiovox,050757103
2844,05/29/1987,HealthCare COMPARE,421928102
2845,05/29/1987,Lawson Mardon Group Ltd,52073D104
2846,05/29/1987,Progressive Income Equity Fund,743325102
2847,06/02/1987,Calgon Carbon,129603106
2848,06/02/1987,Designs,25057L102
2849,06/02/1987,Maryland Federal S&L,574063103
2850,06/03/1987,Asset Development,045414109
2851,06/03/1987,Gateway Fed Savings and Loan,367605102
2852,06/03/1987,LJ Simone,501880108
2853,06/03/1987,National Datacomputer,63563D207
2854,06/03/1987,Osicom Technologies,688271105
2855,06/03/1987,Proffitt's,742925100
2856,06/03/1987,Wellman,949702104
2857,06/04/1987,Alpharel,020799102
2858,06/04/1987,Insta Cool of North America,457735108
2859,06/04/1987,Nasta International,631724101
2860,06/04/1987,Time Management,887248102
2861,06/05/1987,Resource Engineering,761204106
2862,06/05/1987,Security Savings and Loan,814901104
2863,06/05/1987,Southwall Technologies,844909101
2864,06/08/1987,San Juan Fiberglass Pools,797901105
2865,06/09/1987,First Federal of Western PA,319945101
2866,06/10/1987,CNS,126136100
2867,06/10/1987,ECAD,278740105
2868,06/10/1987,Intl Microelectronic Products,459864104
2869,06/10/1987,Uno Restaurant,914900105
2870,06/11/1987,Fisher Business Systems,337753206
2871,06/11/1987,Impact Systems,452913106
2872,06/12/1987,Essef,269145108
2873,06/15/1987,ImmunoTherapeutics,452916109
2874,06/16/1987,Aldus,014432108
2875,06/16/1987,Interspec,46070G102
2876,06/16/1987,Jason,471171108
2877,06/16/1987,Mid-America Racing Stables,595223207
2878,06/17/1987,Brandywine Savings Bank,105369102
2879,06/17/1987,Downey Designs International,261015101
2880,06/17/1987,"Greater NY Svgs Bk,New York,NY",392250106
2881,06/17/1987,Multi-Local Media,625413109
2882,06/17/1987,Nuveen Municipal Value Fund,670928100
2883,06/17/1987,Samna,795903103
2884,06/17/1987,Xeta,983909102
2885,06/18/1987,Alpheus Technology,020816203
2886,06/18/1987,Ecogen,278864103
2887,06/18/1987,Fine Homes International LP,317826105
2888,06/18/1987,Scudder New Asia Fund Inc,811183102
2889,06/18/1987,Summit National Bank,866171200
2890,06/19/1987,Spectramed,847585106
2891,06/23/1987,Builders Design,119906204
2892,06/23/1987,Clemente Global Growth Fund,185569100
2893,06/23/1987,First Federal S&L E Hartford,319944104
2894,06/23/1987,HWC Distribution,404404105
2895,06/23/1987,Midwest Communications,597908102
2896,06/23/1987,Mountain Services,624260105
2897,06/23/1987,Mycogen,628452104
2898,06/24/1987,Addington Resources,006516108
2899,06/24/1987,Prime Financial Partners LP,741559108
2900,06/25/1987,Colorado Prime,196902100
2901,06/25/1987,FMC Gold,302494109
2902,06/25/1987,HOH Water Technology,404261208
2903,06/25/1987,Hunter-Melnor,445703101
2904,06/25/1987,Image Retailing Group,452915101
2905,06/25/1987,Integon,458102100
2906,06/25/1987,Plant Genetics,727339103
2907,06/25/1987,Showscan Film,825397102
2908,06/25/1987,Wisconsin Toy,977152107
2909,06/26/1987,Formica,346377104
2910,06/26/1987,Raleigh Federal Savings Bank,751082108
2911,06/26/1987,TJX Companies,872539101
2912,06/26/1987,Tecogen,878912104
2913,06/30/1987,Intelligent Electronics,458157104
2914,06/30/1987,Intl Microcomputer Software,459862207
2915,06/30/1987,Timberland,887100105
2916,07/01/1987,Advanced Marketing Services,00753T105
2917,07/01/1987,Delphi Information Systems,247171101
2918,07/01/1987,Forstmann,346592108
2919,07/01/1987,LDI Corp,501825103
2920,07/01/1987,MBIA,55262C100
2921,07/01/1987,MicroAge,594928103
2922,07/01/1987,Oppenheimer Capital,683928105
2923,07/01/1987,TechKnits,878332204
2924,07/02/1987,CoastAmerica,190905109
2925,07/02/1987,E-II Holdings,269255105
2926,07/02/1987,Specialty Equipment Companies,847497104
2927,07/02/1987,Western Gas Processors,958255101
2928,07/06/1987,Seafood,81174E109
2929,07/07/1987,Quadrax,746905108
2930,07/07/1987,United Coasts,909910101
2931,07/08/1987,Hills Department Stores,431659101
2932,07/09/1987,Elmwood Federal Savings Bank,290022102
2933,07/09/1987,Health Concepts IV,421927203
2934,07/09/1987,Putnam High Inc Conv & Bond Fd,746779105
2935,07/09/1987,Tucker Holding,898656103
2936,07/10/1987,Frances Denney Companies,351779103
2937,07/10/1987,Pathe Computer Control Systems,703195206
2938,07/14/1987,First Federal S&L Canton,32022D10
2939,07/14/1987,Trudy,897835104
2940,07/14/1987,Vikonics,926859109
2941,07/15/1987,Benihana National,082049107
2942,07/15/1987,Ceramics Process Systems,156905101
2943,07/15/1987,First Bank of Philadelphia,319258109
2944,07/15/1987,Hilb Rogal & Hamilton,431294107
2945,07/15/1987,Pickett Suite Hotel Master LP,719805103
2946,07/15/1987,Valley Federal Savings Bank,919620104
2947,07/16/1987,Parkvale Savings Association,701495103
2948,07/16/1987,Renaissance GRX,759917206
2949,07/16/1987,Summit Technology,86627E101
2950,07/17/1987,St Ives Laboratories,789895109
2951,07/21/1987,FileNet,316869106
2952,07/21/1987,Verde Ventures,923380208
2953,07/22/1987,Celerity Computing Systems,151008208
2954,07/22/1987,Corporate Software,220037105
2955,07/22/1987,Eliot Savings Bank,286593108
2956,07/22/1987,Fair Issac & Company,303250104
2957,07/22/1987,Home Office Reference Lab,437267107
2958,07/22/1987,National Insurance Group,636525107
2959,07/23/1987,Aircoa Hotel Partners,009293101
2960,07/23/1987,CONMED,207410101
2961,07/23/1987,Chase Medical Group,161624101
2962,07/23/1987,Everex Systems,300072105
2963,07/23/1987,Media Logic,58441B100
2964,07/23/1987,Optek Technology,683815104
2965,07/23/1987,Pricor,741532105
2966,07/23/1987,Sahara Casino Partners LP,787086107
2967,07/24/1987,Carnival Cruise Lines,143658102
2968,07/24/1987,Global Govt Plus Fund Inc,378907109
2969,07/28/1987,Celgene,151020104
2970,07/29/1987,ABIOMED,003654100
2971,07/29/1987,"Amax Gold, Inc.",023120108
2972,07/29/1987,Price Pfister,741474100
2973,07/29/1987,ProNet,74342C105
2974,07/30/1987,Continental Graphics,21145E101
2975,07/30/1987,Monitek Technologies,609393103
2976,07/30/1987,NDL Products,628883100
2977,07/30/1987,Onondaga Savings Bank,682836101
2978,07/30/1987,SOI Industries,784615106
2979,07/31/1987,Telenetics,87943P101
2980,08/03/1987,Indepth Data,454067109
2981,08/04/1987,"First Essex Bancorp,Andover,MA",320103104
2982,08/04/1987,International 800 Telecom,459429205
2983,08/04/1987,Larizza Industries,517235107
2984,08/04/1987,Polar Molecular,731017208
2985,08/04/1987,United Building Services,909690109
2986,08/05/1987,All American Semiconductor,016557100
2987,08/05/1987,Applied Power,038225108
2988,08/05/1987,Original Italian Pasta,686199100
2989,08/05/1987,Shipboard Satellite Network,824690200
2990,08/06/1987,American Consulting,025230103
2991,08/06/1987,Digital Optronics,253909105
2992,08/06/1987,LANSystems,513737106
2993,08/06/1987,Melamine Chemicals,585332109
2994,08/06/1987,Mgmt Company Entertainment Grp,561676107
2995,08/06/1987,Thrifty Rent-A-Car System,885877100
2996,08/06/1987,United Kingdom Fund,910766104
2997,08/10/1987,Jan Bell Marketing,470760109
2998,08/11/1987,ENGEX INC,29285110
2999,08/11/1987,Eastern Environmental Services,276369105
3000,08/11/1987,Tele-Optics,879247203
3001,08/11/1987,Teradata,880769104
3002,08/11/1987,Xscribe,983911108
3003,08/12/1987,Eastex Energy,277239109
3004,08/12/1987,Entronics,293842100
3005,08/12/1987,GENDEX,368683108
3006,08/12/1987,Goldome,38093410
3007,08/12/1987,IndTech,455782102
3008,08/12/1987,Morsemere Financial Group,619085103
3009,08/12/1987,"Premier Bankshs,Bluefield,VA",740466107
3010,08/12/1987,SNL Financial,784609208
3011,08/12/1987,Unigene Laboratories,904753100
3012,08/13/1987,Coachman,189869209
3013,08/13/1987,Lillian Vernon,532430105
3014,08/13/1987,Starstream Communications,85568F101
3015,08/14/1987,Domain Technology,257030106
3016,08/18/1987,Northland Cranberries,666499108
3017,08/18/1987,Winston Furniture,975628108
3018,08/19/1987,American SW Mortgage Invts,02970R102
3019,08/19/1987,Harding Associates,412264103
3020,08/19/1987,Helvetia Fund,423493105
3021,08/19/1987,Telemundo Group,87943M108
3022,08/20/1987,Alliance Imaging,018605105
3023,08/20/1987,Fastenal,311900104
3024,08/20/1987,J.T. Moran Financial,616470100
3025,08/20/1987,Jepson,476314109
3026,08/20/1987,Provena Foods,743726101
3027,08/21/1987,ACM Government Income Fund,000912105
3028,08/24/1987,McCaw Cellular Communications,579468109
3029,08/25/1987,Intellicall,45815C103
3030,08/26/1987,Advanced Polymer Systems,00754G102
3031,08/26/1987,Atek Metals Center,046814109
3032,08/27/1987,Atlantis Group,049147101
3033,08/27/1987,Cell Technology,150911204
3034,08/27/1987,Multi-Color,625383104
3035,08/27/1987,Poseidon Pools of America,737319103
3036,08/27/1987,Stevens Graphics,86024C104
3037,08/28/1987,American Income Properties,026738104
3038,08/28/1987,Amnews Holding,031673106
3039,09/01/1987,Doug Wilson Studios,972406102
3040,09/02/1987,CAM Data Systems,131730103
3041,09/02/1987,Longwood Group,543367106
3042,09/02/1987,Optifab,683883102
3043,09/03/1987,Earth Technology USA,270315104
3044,09/03/1987,Harold's Stores,413353103
3045,09/03/1987,International Bankcard Svcs,459096202
3046,09/03/1987,Mergers Are Us,589521103
3047,09/03/1987,ValCom,918883109
3048,09/03/1987,Walshire Assurance,933132102
3049,09/04/1987,Asset Exploration,04541J106
3050,09/04/1987,Goldtex,381548106
3051,09/09/1987,Monument Resources,61531K10
3052,09/10/1987,First Federal Bancorp,32017G108
3053,09/10/1987,Rainbow Technologies,750862104
3054,09/10/1987,Wedding Information Network,94845L204
3055,09/11/1987,Sunrise Preschools,867693202
3056,09/14/1987,Vitel Fiber Optics,928490200
3057,09/15/1987,ComponentGuard,204541205
3058,09/15/1987,Galaxy Cheese,362907107
3059,09/15/1987,Memory Sciences,586068108
3060,09/16/1987,EMCON Associates,290843101
3061,09/17/1987,Qubix Graphic Systems,747796209
3062,09/17/1987,Vision Technologies Intl,927907105
3063,09/17/1987,Wheelabrator Technologies,962899100
3064,09/17/1987,Winston Resources,975661109
3065,09/18/1987,Financial News Composite Fund,31791110
3066,09/18/1987,JM Peters,716035100
3067,09/18/1987,Value Added,920385101
3068,09/21/1987,Entree,293921102
3069,09/21/1987,United Shoppers of America,911520104
3070,09/22/1987,Allstate Municipal Income Tr,019904101
3071,09/22/1987,Cambrex,132011107
3072,09/22/1987,Centex Telemanagement,152315107
3073,09/22/1987,Charles Schwab,80851310
3074,09/22/1987,Ingles Markets,457030104
3075,09/22/1987,Sigmatron Nova,82661M208
3076,09/23/1987,Cable Exchange,126916105
3077,09/23/1987,Dataphaz,238095103
3078,09/23/1987,Dreyfus Strategic Municipals,261932107
3079,09/23/1987,Piedmont Mining,720172105
3080,09/24/1987,Norton Enterprises,668634108
3081,09/24/1987,Penn Treaty American,707874103
3082,09/24/1987,Union Texas Petroleum Holdings,908640105
3083,09/25/1987,Catalyst Thermal Energy,148883101
3084,09/25/1987,Centel Cable Television,150912103
3085,09/25/1987,First Fed S&L Charlotte County,319952107
3086,09/28/1987,ARCO Chemical,001920107
3087,09/28/1987,Flextronics,339383101
3088,09/29/1987,Centrac Associates,152346102
3089,09/29/1987,Garnet Resources,366255107
3090,09/29/1987,Generation 5 Technology,371480203
3091,09/29/1987,Structural Dynamics Research,863555108
3092,09/30/1987,Advatex Associates,007940109
3093,09/30/1987,Albany International,012348108
3094,09/30/1987,Anchor Savings and Loan,033115106
3095,09/30/1987,Gen-Probe,368669107
3096,09/30/1987,H.M.S.S.,403902109
3097,09/30/1987,Summagraphics,865906101
3098,10/01/1987,IBP,449223106
3099,10/02/1987,Fashion Channel Network,311848105
3100,10/02/1987,First Team Sports,337157101
3101,10/02/1987,II-VI,902104108
3102,10/06/1987,Dallas-Semiconductor,235204104
3103,10/06/1987,Spiegel,848457107
3104,10/06/1987,Steel of West Virginia,858154107
3105,10/07/1987,C.A. Blockers,124680109
3106,10/07/1987,Invitron,461856106
3107,10/07/1987,Nuveen CA Muni Value Fund Inc,67062C10
3108,10/07/1987,Nuveen NY Municipal Value Fund,67062M105
3109,10/08/1987,Communications Transmission,20342E104
3110,10/08/1987,Electronic Data Technologies,285664108
3111,10/08/1987,HHB Systems,404188104
3112,10/08/1987,Liggett Group,532202108
3113,10/08/1987,Stage II Apparel,852542109
3114,10/09/1987,Code-Alarm,191893106
3115,10/09/1987,ISOETEC Communications,464885102
3116,10/09/1987,Johnson Worldwide Associates,479254104
3117,10/13/1987,Bio-Metallics,09057A209
3118,10/13/1987,Kerkhoff Industries Inc,492110101
3119,10/14/1987,Critical Industries,22674J107
3120,10/14/1987,Tempest Technologies,879781102
3121,10/15/1987,Keptel,492056106
3122,10/16/1987,Blyth Holdings,096434105
3123,10/16/1987,Vocaltech,928569201
3124,10/19/1987,MuniInsured Fund,626245104
3125,10/21/1987,MFS Income & Opportunity Trust,55273B109
3126,10/23/1987,High Income Advantage Trust,429674104
3127,10/23/1987,Z-Coat Group,988764205
3128,10/27/1987,Holiday RV Superstores,434902102
3129,10/30/1987,High Yield Income Fund,429904105
3130,10/30/1987,Western Acceptance,95758C107
3131,11/11/1987,CIM High Yield Securities,125527101
3132,11/13/1987,Camera Enterprises,133252106
3133,11/17/1987,International Yogurt,46057J103
3134,11/17/1987,Thomson McKinnon Asset Mgmt LP,885113100
3135,11/19/1987,Properties of America,743434102
3136,11/20/1987,Borden Chemicals & Plastics LP,099541104
3137,11/24/1987,Clean Harbors,184496107
3138,12/07/1987,Tekna-Tool,879107100
3139,12/11/1987,Corona Equities,21974810
3140,12/15/1987,"Provident Bankshares,Maryland",743859100
3141,12/16/1987,Big Mergers,089305106
3142,12/16/1987,CyberOptics,232517102
3143,12/17/1987,Orthomet,687503102
3144,12/18/1987,First State Financial Services,336906102
3145,12/18/1987,Putnam Master Income Trust,74683K104
3146,12/23/1987,Great Bay Bankshares,390138105
3147,01/11/1988,Bigger Mergers,089809107
3148,01/12/1988,Deucalion Research,251468104
3149,01/14/1988,Home Federal Savings Bank IN,436916100
3150,01/15/1988,Jean Philippe Fragrances,472154202
3151,01/19/1988,Roadmaster Industries,769727108
3152,01/21/1988,ACM Government Securities,00091410
3153,01/21/1988,"Silk, Silk, Silk International",827092206
3154,01/22/1988,Charter One Financial,160903100
3155,01/26/1988,IMC Fertilizer Group,449669100
3156,01/28/1988,New York Bancorp,649389103
3157,01/29/1988,Houston Biomedical,441837101
3158,01/29/1988,PhoneTel Technologies,71921H109
3159,01/29/1988,Truvel,898450200
3160,02/02/1988,Belmac,080055106
3161,02/04/1988,McClatchy Newspapers,579489105
3162,02/05/1988,L Rex International,502147101
3163,02/09/1988,Portsmouth Bank Shares,737031104
3164,02/09/1988,Salvatori Ophthalmics,795831205
3165,02/10/1988,AutoSpa Automalls,05332D109
3166,02/10/1988,RAC Mortgage Investment,74921010
3167,02/12/1988,Gil-Med Industries,375185204
3168,02/12/1988,Intl Leisure Enterprises,459753109
3169,02/12/1988,Intl Nutrition & Genetics,460094105
3170,02/17/1988,Thai Fund,88290410
3171,02/18/1988,Prudential Strategic Income Fd,74435R10
3172,02/18/1988,Putnam Premier Income Trust,74685310
3173,02/19/1988,New America High Income Fund,64187610
3174,02/24/1988,ALFA International,015389208
3175,02/25/1988,Geraghty & Miller,373697101
3176,02/26/1988,Octel Communications,675724108
3177,02/29/1988,Maxim Integrated Products,57772K101
3178,03/02/1988,Biggest Merger,089822107
3179,03/03/1988,Vanguard Cellular Systems,922022108
3180,03/04/1988,NS Group,628916108
3181,03/04/1988,Vitalink Communications,928470103
3182,03/07/1988,Hampton Utilities Trust,40952810
3183,03/08/1988,Gruene,400128104
3184,03/08/1988,Meicor,585200108
3185,03/09/1988,F.A. Computer Technologies,36740830
3186,03/10/1988,MFS Intermediate Income Trust,55273C10
3187,03/15/1988,Varitronic Systems Inc,922247101
3188,03/16/1988,Stevens Electrotech,859900201
3189,03/17/1988,Meadow Group,583095104
3190,03/17/1988,Templeton Global Income Fund,88019810
3191,03/18/1988,Mallard Coach,561208109
3192,03/24/1988,MetroBanCorp,591913207
3193,03/24/1988,Oppenheimer Multi-Sector Tr,68393310
3194,03/25/1988,FlowMole,343533105
3195,03/25/1988,Nam Tai Electronics,629865106
3196,03/29/1988,Mutual Federal S&L,62825L106
3197,03/30/1988,Altera,021441100
3198,03/30/1988,Avondale Industries,054350103
3199,03/30/1988,Polifly Financial,731113106
3200,03/30/1988,Standard Federal S&L,853390102
3201,03/31/1988,Brazil Fund,10575910
3202,04/05/1988,Donnelly,257870105
3203,04/06/1988,Cease Fire,149831109
3204,04/06/1988,Information Mgmt Technologies,456908102
3205,04/06/1988,US WEST NewVector Group,912892106
3206,04/07/1988,Corona Equities,21974810
3207,04/11/1988,FastComm Communications,311871107
3208,04/11/1988,Finevest Foods,317916104
3209,04/12/1988,Conner Peripherals,208108100
3210,04/12/1988,Oregon Steel Mills,686079104
3211,04/13/1988,First Iberian Fund,320532104
3212,04/13/1988,Sports/Entertainment Group,849179106
3213,04/14/1988,Alliance Capital Mgmt,018548107
3214,04/14/1988,Country Lake Foods,222355109
3215,04/14/1988,Humagen,444900203
3216,04/15/1988,High Yield Plus Fund,42990610
3217,04/18/1988,Ante,036646107
3218,04/20/1988,Creative Mergers,22528K201
3219,04/20/1988,Nuveen CA Municipal Income Fd,67062B10
3220,04/20/1988,Nuveen Municipal Income Fund,67062J10
3221,04/20/1988,Nuveen NY Municipal Income Fd,67062L10
3222,04/20/1988,Zenith Income Fund,98936110
3223,04/21/1988,American Capital Income Trust,02491510
3224,04/21/1988,American Government Income Fd,02591710
3225,04/21/1988,Contel Cellular,210904108
3226,04/21/1988,Kemper High Income Trust,48841G10
3227,04/21/1988,Putnam Master Intermediate Tr,74690910
3228,04/21/1988,Skolniks,830798203
3229,04/22/1988,First Boston Strategic Inc Fd,31934410
3230,04/28/1988,Arctic Alaska Fisheries,039668108
3231,05/03/1988,CytRx Biopool,232914200
3232,05/04/1988,Community Bancshares,203433107
3233,05/04/1988,United States Cellular,911684108
3234,05/05/1988,Freeport-McMoRan Copper Co Inc,35671D105
3235,05/06/1988,Silk Greenhouse,827090101
3236,05/11/1988,"BFS Bankorp, Inc.",055407100
3237,05/11/1988,T2 Medical,872912100
3238,05/11/1988,Teleconnect,879291102
3239,05/12/1988,Catalina Lighting,148865108
3240,05/12/1988,Homestyle Buffet,437853104
3241,05/12/1988,Respironics,761230101
3242,05/13/1988,Sotheby's Holdings,835898107
3243,05/16/1988,BMR Financial Group,055610109
3244,05/17/1988,Compumat,20482B100
3245,05/17/1988,Myo-Tech,628553208
3246,05/17/1988,Relational Technology,75941K109
3247,05/18/1988,FirstMiss Gold,33761W109
3248,05/18/1988,Richfood Holdings,763408101
3249,05/19/1988,ACM Government Spectrum Fd,00091710
3250,05/19/1988,Comstock Partners Strategy Fd,20576310
3251,05/19/1988,Prudential Intermediate Fund,74435G10
3252,05/19/1988,Wine Society of America,973903107
3253,05/23/1988,Intercargo,45844C108
3254,05/24/1988,Most Creative Mergers,619708209
3255,05/24/1988,Timberjack,887086106
3256,05/31/1988,ALLSTATE MUNICIPAL INCOME TR I,01990610
3257,05/31/1988,Empresa Nacional Electricidad,292447208
3258,05/31/1988,Xtramedics,984143206
3259,06/01/1988,Office Depot,676220106
3260,06/01/1988,Pavichevich Brewing,703836106
3261,06/02/1988,ATC Environmental,002067106
3262,06/02/1988,Medstone International,584939102
3263,06/02/1988,U.S.A. Waste Services,902917103
3264,06/03/1988,Advertronics,007563109
3265,06/06/1988,Arizona Land Income,04051510
3266,06/06/1988,Egghead,282330109
3267,06/06/1988,Hughes Homes,444428205
3268,06/07/1988,Kinetic Concepts,49460W109
3269,06/07/1988,Stolt Tankers and Terminals,861566107
3270,06/08/1988,DataVend,23815K201
3271,06/09/1988,Marrow-Tech,00755F10
3272,06/14/1988,Phoenix Technologies,719153108
3273,06/15/1988,"First Federal S & L, Lenawee",319956108
3274,06/16/1988,Harvard Knitwear,417444106
3275,06/16/1988,PUTNAM INTERMEDIATE GOVT INC T,74679810
3276,06/16/1988,Penn Traffic,707831AA9
3277,06/21/1988,Spain Fund,84633010
3278,06/22/1988,Dell Computer,247025109
3279,06/22/1988,General Microelectronics,370305104
3280,06/23/1988,Dreyfus Strategic Govt Income,261938104
3281,06/23/1988,Index Technology,454088105
3282,06/23/1988,Mindscape,602679102
3283,06/23/1988,Residential Resource Mtg Inv,76092910
3284,06/28/1988,Carolina Southern Bank,144162104
3285,06/29/1988,EW Scripps,811039106
3286,06/29/1988,Gaylord Container,368145108
3287,06/30/1988,Drug Emporium,262175102
3288,07/06/1988,Electronic Assembly Sevices,285513206
3289,07/06/1988,Peoples Bank of Bridgeport,710198102
3290,07/07/1988,Burlington Resources,122014103
3291,07/07/1988,Chaparral Steel,159422104
3292,07/07/1988,National Health Laboratories,63633F109
3293,07/12/1988,CONCORD CAMERA,206156101
3294,07/12/1988,Eastland Financial,277379103
3295,07/13/1988,More Creative Mergers,616535100
3296,07/14/1988,Babbages,056088107
3297,07/15/1988,Apogee Technology,03760F100
3298,07/15/1988,Homeowners Group,43739N107
3299,07/19/1988,Assix International,045433109
3300,07/19/1988,Oneita Industries,682655105
3301,07/20/1988,Emerald Mortgage Investments,29091010
3302,07/20/1988,Tri-R Systems,895574200
3303,07/21/1988,Colonial Intermed High Income,195763107
3304,07/21/1988,Kemper Intermediate Govt Trust,488413105
3305,07/21/1988,MFS Multimarket Total Return,55273P108
3306,07/21/1988,Nuveen Premium Income Muni Fd,67062T100
3307,07/21/1988,Protein Databases,743696106
3308,07/21/1988,Tuscarora Plastics,900902107
3309,07/22/1988,American Power Conversion,029066107
3310,07/22/1988,Blackstone Income Trust Inc,092505106
3311,07/27/1988,Bayou Steel,073051104
3312,07/28/1988,Automotive Industries,053291100
