,Unnamed: 0,offer date,IPO name,CUSIP,SPAC IPO 
2818,2899,06/24/1987,Prime Financial Partners LP,741559108,0
2819,2900,06/25/1987,Colorado Prime,196902100,0
2820,2901,06/25/1987,FMC Gold,302494109,0
2821,2902,06/25/1987,HOH Water Technology,404261208,0
2822,2903,06/25/1987,Hunter-Melnor,445703101,0
2823,2904,06/25/1987,Image Retailing Group,452915101,0
2824,2905,06/25/1987,Integon,458102100,0
2825,2906,06/25/1987,Plant Genetics,727339103,0
2826,2907,06/25/1987,Showscan Film,825397102,0
2827,2908,06/25/1987,Wisconsin Toy,977152107,0
2828,2909,06/26/1987,Formica,346377104,0
2829,2910,06/26/1987,Raleigh Federal Savings Bank,751082108,0
2830,2911,06/26/1987,TJX Companies,872539101,0
2831,2912,06/26/1987,Tecogen,878912104,0
2832,2913,06/30/1987,Intelligent Electronics,458157104,0
2833,2914,06/30/1987,Intl Microcomputer Software,459862207,0
2834,2915,06/30/1987,Timberland,887100105,0
2835,2916,07/01/1987,Advanced Marketing Services,00753T105,0
2836,2917,07/01/1987,Delphi Information Systems,247171101,0
2837,2918,07/01/1987,Forstmann,346592108,0
2838,2919,07/01/1987,LDI Corp,501825103,0
2839,2920,07/01/1987,MBIA,55262C100,0
2840,2921,07/01/1987,MicroAge,594928103,0
2841,2922,07/01/1987,Oppenheimer Capital,683928105,0
2842,2923,07/01/1987,TechKnits,878332204,0
2843,2924,07/02/1987,CoastAmerica,190905109,0
2844,2925,07/02/1987,E-II Holdings,269255105,0
2845,2926,07/02/1987,Specialty Equipment Companies,847497104,0
2846,2927,07/02/1987,Western Gas Processors,958255101,0
2847,2928,07/06/1987,Seafood,81174E109,0
2848,2929,07/07/1987,Quadrax,746905108,0
2849,2930,07/07/1987,United Coasts,909910101,0
2850,2931,07/08/1987,Hills Department Stores,431659101,0
2851,2932,07/09/1987,Elmwood Federal Savings Bank,290022102,0
2852,2933,07/09/1987,Health Concepts IV,421927203,0
2853,2934,07/09/1987,Putnam High Inc Conv & Bond Fd,746779105,0
2854,2935,07/09/1987,Tucker Holding,898656103,0
2855,2936,07/10/1987,Frances Denney Companies,351779103,0
2856,2937,07/10/1987,Pathe Computer Control Systems,703195206,0
2857,2938,07/14/1987,First Federal S&L Canton,032022D10,0
2858,2939,07/14/1987,Trudy,897835104,0
2859,2940,07/14/1987,Vikonics,926859109,0
2860,2941,07/15/1987,Benihana National,082049107,0
2861,2942,07/15/1987,Ceramics Process Systems,156905101,0
2862,2943,07/15/1987,First Bank of Philadelphia,319258109,0
2863,2944,07/15/1987,Hilb Rogal & Hamilton,431294107,0
2864,2945,07/15/1987,Pickett Suite Hotel Master LP,719805103,0
2865,2946,07/15/1987,Valley Federal Savings Bank,919620104,0
2866,2947,07/16/1987,Parkvale Savings Association,701495103,0
2867,2948,07/16/1987,Renaissance GRX,759917206,0
2868,2949,07/16/1987,Summit Technology,86627E101,0
2869,2950,07/17/1987,St Ives Laboratories,789895109,0
2870,2951,07/21/1987,FileNet,316869106,0
2871,2952,07/21/1987,Verde Ventures,923380208,0
2872,2953,07/22/1987,Celerity Computing Systems,151008208,0
2873,2954,07/22/1987,Corporate Software,220037105,0
2874,2955,07/22/1987,Eliot Savings Bank,286593108,0
2875,2956,07/22/1987,Fair Issac & Company,303250104,0
2876,2957,07/22/1987,Home Office Reference Lab,437267107,0
2877,2958,07/22/1987,National Insurance Group,636525107,0
2878,2959,07/23/1987,Aircoa Hotel Partners,009293101,0
2879,2960,07/23/1987,CONMED,207410101,0
2880,2961,07/23/1987,Chase Medical Group,161624101,0
2881,2962,07/23/1987,Everex Systems,300072105,0
2882,2963,07/23/1987,Media Logic,58441B100,0
2883,2964,07/23/1987,Optek Technology,683815104,0
2884,2965,07/23/1987,Pricor,741532105,0
2885,2966,07/23/1987,Sahara Casino Partners LP,787086107,0
2886,2967,07/24/1987,Carnival Cruise Lines,143658102,0
2887,2968,07/24/1987,Global Govt Plus Fund Inc,378907109,0
2888,2969,07/28/1987,Celgene,151020104,0
2889,2970,07/29/1987,ABIOMED,003654100,0
2890,2971,07/29/1987,"Amax Gold, Inc.",023120108,0
2891,2972,07/29/1987,Price Pfister,741474100,0
2892,2973,07/29/1987,ProNet,74342C105,0
2893,2974,07/30/1987,Continental Graphics,21145E101,0
2894,2975,07/30/1987,Monitek Technologies,609393103,0
2895,2976,07/30/1987,NDL Products,628883100,0
2896,2977,07/30/1987,Onondaga Savings Bank,682836101,0
2897,2978,07/30/1987,SOI Industries,784615106,0
2898,2979,07/31/1987,Telenetics,87943P101,0
2899,2980,08/03/1987,Indepth Data,454067109,0
2900,2981,08/04/1987,"First Essex Bancorp,Andover,MA",320103104,0
2901,2982,08/04/1987,International 800 Telecom,459429205,0
2902,2983,08/04/1987,Larizza Industries,517235107,0
2903,2984,08/04/1987,Polar Molecular,731017208,0
2904,2985,08/04/1987,United Building Services,909690109,0
2905,2986,08/05/1987,All American Semiconductor,016557100,0
2906,2987,08/05/1987,Applied Power,038225108,0
2907,2988,08/05/1987,Original Italian Pasta,686199100,0
2908,2989,08/05/1987,Shipboard Satellite Network,824690200,0
2909,2990,08/06/1987,American Consulting,025230103,0
2910,2991,08/06/1987,Digital Optronics,253909105,0
2911,2992,08/06/1987,LANSystems,513737106,0
2912,2993,08/06/1987,Melamine Chemicals,585332109,0
2913,2994,08/06/1987,Mgmt Company Entertainment Grp,561676107,0
2914,2995,08/06/1987,Thrifty Rent-A-Car System,885877100,0
2915,2996,08/06/1987,United Kingdom Fund,910766104,0
2916,2997,08/10/1987,Jan Bell Marketing,470760109,0
2917,2998,08/11/1987,ENGEX INC,029285110,0
2918,2999,08/11/1987,Eastern Environmental Services,276369105,0
2919,3000,08/11/1987,Tele-Optics,879247203,0
2920,3001,08/11/1987,Teradata,880769104,0
2921,3002,08/11/1987,Xscribe,983911108,0
2922,3003,08/12/1987,Eastex Energy,277239109,0
2923,3004,08/12/1987,Entronics,293842100,0
2924,3005,08/12/1987,GENDEX,368683108,0
2925,3006,08/12/1987,Goldome,038093410,0
2926,3007,08/12/1987,IndTech,455782102,0
2927,3008,08/12/1987,Morsemere Financial Group,619085103,0
2928,3009,08/12/1987,"Premier Bankshs,Bluefield,VA",740466107,0
2929,3010,08/12/1987,SNL Financial,784609208,0
2930,3011,08/12/1987,Unigene Laboratories,904753100,0
2931,3012,08/13/1987,Coachman,189869209,0
2932,3013,08/13/1987,Lillian Vernon,532430105,0
2933,3014,08/13/1987,Starstream Communications,85568F101,0
2934,3015,08/14/1987,Domain Technology,257030106,0
2935,3016,08/18/1987,Northland Cranberries,666499108,0
2936,3017,08/18/1987,Winston Furniture,975628108,0
2937,3018,08/19/1987,American SW Mortgage Invts,02970R102,0
2938,3019,08/19/1987,Harding Associates,412264103,0
2939,3020,08/19/1987,Helvetia Fund,423493105,0
2940,3021,08/19/1987,Telemundo Group,87943M108,0
2941,3022,08/20/1987,Alliance Imaging,018605105,0
2942,3023,08/20/1987,Fastenal,311900104,0
2943,3024,08/20/1987,J.T. Moran Financial,616470100,0
2944,3025,08/20/1987,Jepson,476314109,0
2945,3026,08/20/1987,Provena Foods,743726101,0
2946,3027,08/21/1987,ACM Government Income Fund,000912105,0
2947,3028,08/24/1987,McCaw Cellular Communications,579468109,0
2948,3029,08/25/1987,Intellicall,45815C103,0
2949,3030,08/26/1987,Advanced Polymer Systems,00754G102,0
2950,3031,08/26/1987,Atek Metals Center,046814109,0
2951,3032,08/27/1987,Atlantis Group,049147101,0
2952,3033,08/27/1987,Cell Technology,150911204,0
2953,3034,08/27/1987,Multi-Color,625383104,0
2954,3035,08/27/1987,Poseidon Pools of America,737319103,0
2955,3036,08/27/1987,Stevens Graphics,86024C104,0
2956,3037,08/28/1987,American Income Properties,026738104,0
2957,3038,08/28/1987,Amnews Holding,031673106,0
2958,3039,09/01/1987,Doug Wilson Studios,972406102,0
2959,3040,09/02/1987,CAM Data Systems,131730103,0
2960,3041,09/02/1987,Longwood Group,543367106,0
2961,3042,09/02/1987,Optifab,683883102,0
2962,3043,09/03/1987,Earth Technology USA,270315104,0
2963,3044,09/03/1987,Harold's Stores,413353103,0
2964,3045,09/03/1987,International Bankcard Svcs,459096202,0
2965,3046,09/03/1987,Mergers Are Us,589521103,0
2966,3047,09/03/1987,ValCom,918883109,0
2967,3048,09/03/1987,Walshire Assurance,933132102,0
2968,3049,09/04/1987,Asset Exploration,04541J106,0
2969,3050,09/04/1987,Goldtex,381548106,0
2970,3051,09/09/1987,Monument Resources,061531K10,0
2971,3052,09/10/1987,First Federal Bancorp,32017G108,0
2972,3053,09/10/1987,Rainbow Technologies,750862104,0
2973,3054,09/10/1987,Wedding Information Network,94845L204,0
2974,3055,09/11/1987,Sunrise Preschools,867693202,0
2975,3056,09/14/1987,Vitel Fiber Optics,928490200,0
2976,3057,09/15/1987,ComponentGuard,204541205,0
2977,3058,09/15/1987,Galaxy Cheese,362907107,0
2978,3059,09/15/1987,Memory Sciences,586068108,0
2979,3060,09/16/1987,EMCON Associates,290843101,0
2980,3061,09/17/1987,Qubix Graphic Systems,747796209,0
2981,3062,09/17/1987,Vision Technologies Intl,927907105,0
2982,3063,09/17/1987,Wheelabrator Technologies,962899100,0
2983,3064,09/17/1987,Winston Resources,975661109,0
2984,3065,09/18/1987,Financial News Composite Fund,031791110,0
2985,3066,09/18/1987,JM Peters,716035100,0
2986,3067,09/18/1987,Value Added,920385101,0
2987,3068,09/21/1987,Entree,293921102,0
2988,3069,09/21/1987,United Shoppers of America,911520104,0
2989,3070,09/22/1987,Allstate Municipal Income Tr,019904101,0
2990,3071,09/22/1987,Cambrex,132011107,0
2991,3072,09/22/1987,Centex Telemanagement,152315107,0
2992,3073,09/22/1987,Charles Schwab,080851310,0
2993,3074,09/22/1987,Ingles Markets,457030104,0
2994,3075,09/22/1987,Sigmatron Nova,82661M208,0
2995,3076,09/23/1987,Cable Exchange,126916105,0
2996,3077,09/23/1987,Dataphaz,238095103,0
2997,3078,09/23/1987,Dreyfus Strategic Municipals,261932107,0
2998,3079,09/23/1987,Piedmont Mining,720172105,0
2999,3080,09/24/1987,Norton Enterprises,668634108,0
3000,3081,09/24/1987,Penn Treaty American,707874103,0
3001,3082,09/24/1987,Union Texas Petroleum Holdings,908640105,0
3002,3083,09/25/1987,Catalyst Thermal Energy,148883101,0
3003,3084,09/25/1987,Centel Cable Television,150912103,0
3004,3085,09/25/1987,First Fed S&L Charlotte County,319952107,0
3005,3086,09/28/1987,ARCO Chemical,001920107,0
3006,3087,09/28/1987,Flextronics,339383101,0
3007,3088,09/29/1987,Centrac Associates,152346102,0
3008,3089,09/29/1987,Garnet Resources,366255107,0
3009,3090,09/29/1987,Generation 5 Technology,371480203,0
3010,3091,09/29/1987,Structural Dynamics Research,863555108,0
3011,3092,09/30/1987,Advatex Associates,007940109,0
3012,3093,09/30/1987,Albany International,012348108,0
3013,3094,09/30/1987,Anchor Savings and Loan,033115106,0
3014,3095,09/30/1987,Gen-Probe,368669107,0
3015,3096,09/30/1987,H.M.S.S.,403902109,0
3016,3097,09/30/1987,Summagraphics,865906101,0
3017,3098,10/01/1987,IBP,449223106,0
3018,3099,10/02/1987,Fashion Channel Network,311848105,0
3019,3100,10/02/1987,First Team Sports,337157101,0
3020,3101,10/02/1987,II-VI,902104108,0
3021,3102,10/06/1987,Dallas-Semiconductor,235204104,0
3022,3103,10/06/1987,Spiegel,848457107,0
3023,3104,10/06/1987,Steel of West Virginia,858154107,0
3024,3105,10/07/1987,C.A. Blockers,124680109,0
3025,3106,10/07/1987,Invitron,461856106,0
3026,3107,10/07/1987,Nuveen CA Muni Value Fund Inc,067062C10,0
3027,3108,10/07/1987,Nuveen NY Municipal Value Fund,67062M105,0
3028,3109,10/08/1987,Communications Transmission,20342E104,0
3029,3110,10/08/1987,Electronic Data Technologies,285664108,0
3030,3111,10/08/1987,HHB Systems,404188104,0
3031,3112,10/08/1987,Liggett Group,532202108,0
3032,3113,10/08/1987,Stage II Apparel,852542109,0
3033,3114,10/09/1987,Code-Alarm,191893106,0
3034,3115,10/09/1987,ISOETEC Communications,464885102,0
3035,3116,10/09/1987,Johnson Worldwide Associates,479254104,0
3036,3117,10/13/1987,Bio-Metallics,09057A209,0
3037,3118,10/13/1987,Kerkhoff Industries Inc,492110101,0
3038,3119,10/14/1987,Critical Industries,22674J107,0
3039,3120,10/14/1987,Tempest Technologies,879781102,0
3040,3121,10/15/1987,Keptel,492056106,0
3041,3122,10/16/1987,Blyth Holdings,096434105,0
3042,3123,10/16/1987,Vocaltech,928569201,0
3043,3124,10/19/1987,MuniInsured Fund,626245104,0
3044,3125,10/21/1987,MFS Income & Opportunity Trust,55273B109,0
3045,3126,10/23/1987,High Income Advantage Trust,429674104,0
3046,3127,10/23/1987,Z-Coat Group,988764205,0
3047,3128,10/27/1987,Holiday RV Superstores,434902102,0
3048,3129,10/30/1987,High Yield Income Fund,429904105,0
3049,3130,10/30/1987,Western Acceptance,95758C107,0
3050,3131,11/11/1987,CIM High Yield Securities,125527101,0
3051,3132,11/13/1987,Camera Enterprises,133252106,0
3052,3133,11/17/1987,International Yogurt,46057J103,0
3053,3134,11/17/1987,Thomson McKinnon Asset Mgmt LP,885113100,0
3054,3135,11/19/1987,Properties of America,743434102,0
3055,3136,11/20/1987,Borden Chemicals & Plastics LP,099541104,0
3056,3137,11/24/1987,Clean Harbors,184496107,0
3057,3138,12/07/1987,Tekna-Tool,879107100,0
3058,3139,12/11/1987,Corona Equities,021974810,0
3059,3140,12/15/1987,"Provident Bankshares,Maryland",743859100,0
3060,3141,12/16/1987,Big Mergers,089305106,0
3061,3142,12/16/1987,CyberOptics,232517102,0
3062,3143,12/17/1987,Orthomet,687503102,0
3063,3144,12/18/1987,First State Financial Services,336906102,0
3064,3145,12/18/1987,Putnam Master Income Trust,74683K104,0
3065,3146,12/23/1987,Great Bay Bankshares,390138105,0
3066,3147,01/11/1988,Bigger Mergers,089809107,0
3067,3148,01/12/1988,Deucalion Research,251468104,0
3068,3149,01/14/1988,Home Federal Savings Bank IN,436916100,0
3069,3150,01/15/1988,Jean Philippe Fragrances,472154202,0
3070,3151,01/19/1988,Roadmaster Industries,769727108,0
3071,3152,01/21/1988,ACM Government Securities,000091410,0
3072,3153,01/21/1988,"Silk, Silk, Silk International",827092206,0
3073,3154,01/22/1988,Charter One Financial,160903100,0
3074,3155,01/26/1988,IMC Fertilizer Group,449669100,0
3075,3156,01/28/1988,New York Bancorp,649389103,0
3076,3157,01/29/1988,Houston Biomedical,441837101,0
3077,3158,01/29/1988,PhoneTel Technologies,71921H109,0
3078,3159,01/29/1988,Truvel,898450200,0
3079,3160,02/02/1988,Belmac,080055106,0
3080,3161,02/04/1988,McClatchy Newspapers,579489105,0
3081,3162,02/05/1988,L Rex International,502147101,0
3082,3163,02/09/1988,Portsmouth Bank Shares,737031104,0
3083,3164,02/09/1988,Salvatori Ophthalmics,795831205,0
3084,3165,02/10/1988,AutoSpa Automalls,05332D109,0
3085,3166,02/10/1988,RAC Mortgage Investment,074921010,0
3086,3167,02/12/1988,Gil-Med Industries,375185204,0
3087,3168,02/12/1988,Intl Leisure Enterprises,459753109,0
3088,3169,02/12/1988,Intl Nutrition & Genetics,460094105,0
3089,3170,02/17/1988,Thai Fund,088290410,0
3090,3171,02/18/1988,Prudential Strategic Income Fd,074435R10,0
3091,3172,02/18/1988,Putnam Premier Income Trust,074685310,0
3092,3173,02/19/1988,New America High Income Fund,064187610,0
3093,3174,02/24/1988,ALFA International,015389208,0
3094,3175,02/25/1988,Geraghty & Miller,373697101,0
3095,3176,02/26/1988,Octel Communications,675724108,0
3096,3177,02/29/1988,Maxim Integrated Products,57772K101,0
3097,3178,03/02/1988,Biggest Merger,089822107,0
3098,3179,03/03/1988,Vanguard Cellular Systems,922022108,0
3099,3180,03/04/1988,NS Group,628916108,0
3100,3181,03/04/1988,Vitalink Communications,928470103,0
3101,3182,03/07/1988,Hampton Utilities Trust,040952810,0
3102,3183,03/08/1988,Gruene,400128104,0
3103,3184,03/08/1988,Meicor,585200108,0
3104,3185,03/09/1988,F.A. Computer Technologies,036740830,0
3105,3186,03/10/1988,MFS Intermediate Income Trust,055273C10,0
3106,3187,03/15/1988,Varitronic Systems Inc,922247101,0
3107,3188,03/16/1988,Stevens Electrotech,859900201,0
3108,3189,03/17/1988,Meadow Group,583095104,0
3109,3190,03/17/1988,Templeton Global Income Fund,088019810,0
3110,3191,03/18/1988,Mallard Coach,561208109,0
3111,3192,03/24/1988,MetroBanCorp,591913207,0
3112,3193,03/24/1988,Oppenheimer Multi-Sector Tr,068393310,0
3113,3194,03/25/1988,FlowMole,343533105,0
3114,3195,03/25/1988,Nam Tai Electronics,629865106,0
3115,3196,03/29/1988,Mutual Federal S&L,62825L106,0
3116,3197,03/30/1988,Altera,021441100,0
3117,3198,03/30/1988,Avondale Industries,054350103,0
3118,3199,03/30/1988,Polifly Financial,731113106,0
3119,3200,03/30/1988,Standard Federal S&L,853390102,0
3120,3201,03/31/1988,Brazil Fund,010575910,0
3121,3202,04/05/1988,Donnelly,257870105,0
3122,3203,04/06/1988,Cease Fire,149831109,0
3123,3204,04/06/1988,Information Mgmt Technologies,456908102,0
3124,3205,04/06/1988,US WEST NewVector Group,912892106,0
3125,3206,04/07/1988,Corona Equities,021974810,0
3126,3207,04/11/1988,FastComm Communications,311871107,0
3127,3208,04/11/1988,Finevest Foods,317916104,0
3128,3209,04/12/1988,Conner Peripherals,208108100,0
3129,3210,04/12/1988,Oregon Steel Mills,686079104,0
3130,3211,04/13/1988,First Iberian Fund,320532104,0
3131,3212,04/13/1988,Sports/Entertainment Group,849179106,0
3132,3213,04/14/1988,Alliance Capital Mgmt,018548107,0
3133,3214,04/14/1988,Country Lake Foods,222355109,0
3134,3215,04/14/1988,Humagen,444900203,0
3135,3216,04/15/1988,High Yield Plus Fund,042990610,0
3136,3217,04/18/1988,Ante,036646107,0
3137,3218,04/20/1988,Creative Mergers,22528K201,0
3138,3219,04/20/1988,Nuveen CA Municipal Income Fd,067062B10,0
3139,3220,04/20/1988,Nuveen Municipal Income Fund,067062J10,0
3140,3221,04/20/1988,Nuveen NY Municipal Income Fd,067062L10,0
3141,3222,04/20/1988,Zenith Income Fund,098936110,0
3142,3223,04/21/1988,American Capital Income Trust,002491510,0
3143,3224,04/21/1988,American Government Income Fd,002591710,0
3144,3225,04/21/1988,Contel Cellular,210904108,0
3145,3226,04/21/1988,Kemper High Income Trust,048841G10,0
3146,3227,04/21/1988,Putnam Master Intermediate Tr,074690910,0
3147,3228,04/21/1988,Skolniks,830798203,0
3148,3229,04/22/1988,First Boston Strategic Inc Fd,031934410,0
3149,3230,04/28/1988,Arctic Alaska Fisheries,039668108,0
3150,3231,05/03/1988,CytRx Biopool,232914200,0
3151,3232,05/04/1988,Community Bancshares,203433107,0
3152,3233,05/04/1988,United States Cellular,911684108,0
3153,3234,05/05/1988,Freeport-McMoRan Copper Co Inc,35671D105,0
3154,3235,05/06/1988,Silk Greenhouse,827090101,0
3155,3236,05/11/1988,"BFS Bankorp, Inc.",055407100,0
3156,3237,05/11/1988,T2 Medical,872912100,0
3157,3238,05/11/1988,Teleconnect,879291102,0
3158,3239,05/12/1988,Catalina Lighting,148865108,0
3159,3240,05/12/1988,Homestyle Buffet,437853104,0
3160,3241,05/12/1988,Respironics,761230101,0
3161,3242,05/13/1988,Sotheby's Holdings,835898107,0
3162,3243,05/16/1988,BMR Financial Group,055610109,0
3163,3244,05/17/1988,Compumat,20482B100,0
3164,3245,05/17/1988,Myo-Tech,628553208,0
3165,3246,05/17/1988,Relational Technology,75941K109,0
3166,3247,05/18/1988,FirstMiss Gold,33761W109,0
3167,3248,05/18/1988,Richfood Holdings,763408101,0
3168,3249,05/19/1988,ACM Government Spectrum Fd,000091710,0
3169,3250,05/19/1988,Comstock Partners Strategy Fd,020576310,0
3170,3251,05/19/1988,Prudential Intermediate Fund,074435G10,0
3171,3252,05/19/1988,Wine Society of America,973903107,0
3172,3253,05/23/1988,Intercargo,45844C108,0
3173,3254,05/24/1988,Most Creative Mergers,619708209,0
3174,3255,05/24/1988,Timberjack,887086106,0
3175,3256,05/31/1988,ALLSTATE MUNICIPAL INCOME TR I,001990610,0
3176,3257,05/31/1988,Empresa Nacional Electricidad,292447208,0
3177,3258,05/31/1988,Xtramedics,984143206,0
3178,3259,06/01/1988,Office Depot,676220106,0
3179,3260,06/01/1988,Pavichevich Brewing,703836106,0
3180,3261,06/02/1988,ATC Environmental,002067106,0
3181,3262,06/02/1988,Medstone International,584939102,0
3182,3263,06/02/1988,U.S.A. Waste Services,902917103,0
3183,3264,06/03/1988,Advertronics,007563109,0
3184,3265,06/06/1988,Arizona Land Income,004051510,0
3185,3266,06/06/1988,Egghead,282330109,0
3186,3267,06/06/1988,Hughes Homes,444428205,0
3187,3268,06/07/1988,Kinetic Concepts,49460W109,0
3188,3269,06/07/1988,Stolt Tankers and Terminals,861566107,0
3189,3270,06/08/1988,DataVend,23815K201,0
3190,3271,06/09/1988,Marrow-Tech,000755F10,0
3191,3272,06/14/1988,Phoenix Technologies,719153108,0
3192,3273,06/15/1988,"First Federal S & L, Lenawee",319956108,0
3193,3274,06/16/1988,Harvard Knitwear,417444106,0
3194,3275,06/16/1988,PUTNAM INTERMEDIATE GOVT INC T,074679810,0
3195,3276,06/16/1988,Penn Traffic,707831AA9,0
3196,3277,06/21/1988,Spain Fund,084633010,0
3197,3278,06/22/1988,Dell Computer,247025109,0
3198,3279,06/22/1988,General Microelectronics,370305104,0
3199,3280,06/23/1988,Dreyfus Strategic Govt Income,261938104,0
3200,3281,06/23/1988,Index Technology,454088105,0
3201,3282,06/23/1988,Mindscape,602679102,0
3202,3283,06/23/1988,Residential Resource Mtg Inv,076092910,0
3203,3284,06/28/1988,Carolina Southern Bank,144162104,0
3204,3285,06/29/1988,EW Scripps,811039106,0
3205,3286,06/29/1988,Gaylord Container,368145108,0
3206,3287,06/30/1988,Drug Emporium,262175102,0
3207,3288,07/06/1988,Electronic Assembly Sevices,285513206,0
3208,3289,07/06/1988,Peoples Bank of Bridgeport,710198102,0
3209,3290,07/07/1988,Burlington Resources,122014103,0
3210,3291,07/07/1988,Chaparral Steel,159422104,0
3211,3292,07/07/1988,National Health Laboratories,63633F109,0
3212,3293,07/12/1988,CONCORD CAMERA,206156101,0
3213,3294,07/12/1988,Eastland Financial,277379103,0
3214,3295,07/13/1988,More Creative Mergers,616535100,0
3215,3296,07/14/1988,Babbages,056088107,0
3216,3297,07/15/1988,Apogee Technology,03760F100,0
3217,3298,07/15/1988,Homeowners Group,43739N107,0
3218,3299,07/19/1988,Assix International,045433109,0
3219,3300,07/19/1988,Oneita Industries,682655105,0
3220,3301,07/20/1988,Emerald Mortgage Investments,029091010,0
3221,3302,07/20/1988,Tri-R Systems,895574200,0
3222,3303,07/21/1988,Colonial Intermed High Income,195763107,0
3223,3304,07/21/1988,Kemper Intermediate Govt Trust,488413105,0
3224,3305,07/21/1988,MFS Multimarket Total Return,55273P108,0
3225,3306,07/21/1988,Nuveen Premium Income Muni Fd,67062T100,0
3226,3307,07/21/1988,Protein Databases,743696106,0
3227,3308,07/21/1988,Tuscarora Plastics,900902107,0
3228,3309,07/22/1988,American Power Conversion,029066107,0
3229,3310,07/22/1988,Blackstone Income Trust Inc,092505106,0
3230,3311,07/27/1988,Bayou Steel,073051104,0
3231,3312,07/28/1988,Automotive Industries,053291100,0
3232,3313,07/28/1988,Bond International Gold,097882104,0
3233,3314,07/28/1988,Columbia Laboratories,197779101,0
3234,3315,07/28/1988,Integral Systems,457939106,0
3235,3316,07/29/1988,Charter Federal Savings Bank,16122H101,0
3236,3317,07/29/1988,Rexene,761682103,0
3237,3318,08/02/1988,Environmental Control Group,293928107,0
3238,3319,08/03/1988,Channel America LPTV Holdings,159139203,0
3239,3320,08/04/1988,Default Proof Credit Card Sys,244626305,0
3240,3321,08/04/1988,Kile Technology,494002108,0
3241,3322,08/09/1988,Mayflower Financial,578343105,0
3242,3323,08/09/1988,Smithfield Companies,832245104,0
3243,3324,08/10/1988,CIGNA High Income Shares,012551D10,0
3244,3325,08/11/1988,Ashland Coal,043906106,0
3245,3326,08/11/1988,Fund Alabama,036076310,0
3246,3327,08/11/1988,Kinder-Care Learning Centers,494521107,0
3247,3328,08/11/1988,Long Island City Financial,542666102,0
3248,3329,08/11/1988,NeoRx,640520102,0
3249,3330,08/11/1988,Novellus Systems,670008101,0
3250,3331,08/12/1988,BMC Software,055921100,0
3251,3332,08/12/1988,In Home Health,453222101,0
3252,3333,08/12/1988,India Growth Fund,045409010,0
3253,3334,08/12/1988,Stotler Group,862280104,0
3254,3335,08/12/1988,Unitronix,913287108,0
3255,3336,08/17/1988,B&H Ocean Carriers,055090104,0
3256,3337,08/18/1988,ACM Govt Opportunity Fund,000918102,0
3257,3338,08/18/1988,Koger Equity,050022810,0
3258,3339,08/19/1988,SynOptics Communications,871609103,0
3259,3340,08/19/1988,TIS Mortgage Investment,872527106,0
3260,3341,08/19/1988,Van Kampen Municipal Income TR,920909108,0
3261,3342,08/23/1988,Franklin First Financial,353529100,0
3262,3343,08/23/1988,Home Port Bancorp,437304108,0
3263,3344,08/23/1988,Real Estate Sec Income Fund,075600810,0
3264,3345,08/24/1988,Global Income Plus Fund,37933L107,0
3265,3346,09/14/1988,Deals Are Us,242318103,0
3266,3347,09/16/1988,RYMAC Mortgage Investment,078392310,0
3267,3348,09/18/1988,ALLSTATE MUNICIPAL INCOME OPP,001990710,0
3268,3349,09/20/1988,Casual Male,148708100,0
3269,3350,09/20/1988,Weitek,949044101,0
3270,3351,09/22/1988,American Govt Income Portfolio,025919101,0
3271,3352,09/22/1988,MuniVest Fund,626295109,0
3272,3353,09/22/1988,World Income Fund Inc,98148D108,0
3273,3354,09/22/1988,Zweig Total Return Fund Inc,989837109,0
3274,3355,09/23/1988,DFSoutheastern,232915108,0
3275,3356,09/23/1988,Franklin Universal Trust,355145103,0
3276,3357,09/23/1988,Heritage Media,427241104,0
3277,3358,09/28/1988,Automobile Protection,052905106,0
3278,3359,09/28/1988,Landmark Graphics,514913102,0
3279,3360,09/29/1988,Associated Natural Gas,045744109,0
3280,3361,09/29/1988,Electrocon International,285296109,0
3281,3362,09/30/1988,Gitano Group,376365102,0
3282,3363,10/03/1988,HIGH INCOME ADVANTAGE TR II,042967510,0
3283,3364,10/04/1988,ARIX,040453102,0
3284,3365,10/04/1988,Topologix,890744204,0
3285,3366,10/04/1988,Wasatch Education Systems,936787100,0
3286,3367,10/05/1988,Selfix,816317101,0
3287,3368,10/05/1988,Sierra On-Line,826409104,0
3288,3369,10/11/1988,BioAnalogics,09058K107,0
3289,3370,10/12/1988,Lindsay Manufacturing,535555106,0
3290,3371,10/12/1988,Sterling Chemicals,858903107,0
3291,3372,10/13/1988,FFO Financial Group,30242K100,0
3292,3373,10/13/1988,Wainwright Bank & Trust,930705108,0
3293,3374,10/18/1988,Metcalf & Eddy Companies,591421102,0
3294,3375,10/19/1988,American Steel & Wire,030041107,0
3295,3376,10/19/1988,Taunton Technologies,876696105,0
3296,3377,10/20/1988,Kemper Municipal Income Trust,48842C104,0
3297,3378,10/20/1988,Kitchen Bazaar,498023100,0
3298,3379,10/20/1988,Midwest Grain Products,59832G104,0
3299,3380,10/20/1988,Neoterik Health Technologies,640654109,0
3300,3381,10/20/1988,Softsel Computer Products,834023103,0
3301,3382,10/20/1988,Templeton Value Fund Inc,879928109,0
3302,3383,10/21/1988,Dreyfus Calif Municipal Income,261881106,0
3303,3384,10/21/1988,Dreyfus Municipal Income,26201R102,0
3304,3385,10/21/1988,Dreyfus NY Municipal Income,26201T108,0
